bayseg,YEAR,MONTH,entity,facname,source,tnloadtons,tploadtons,tssloadtons,bodloadtons
55,2022,1,Lakewood Ranch,,Non-Point Source,0.00058223,0.0001486845,0.0147324279,0.0032764516
55,2022,1,Lexington,,Non-Point Source,0.0019019978,0.0005007439,0.0824729631,0.0151215857
55,2022,1,MANATEE,,Non-Point Source,1.5921160194,0.3613813345,54.348295725,11.102092546
55,2022,1,MSGP PINELLAS,,Non-Point Source,0.0031083657,0.0004903746,0.142352629,0.0209595371
55,2022,1,None,,Non-Point Source,0.0006168269,0.0000170996,0.007251823,0.0011275751
55,2022,1,PINELLAS,,Non-Point Source,0.020012369,0.0046155315,0.750974672,0.1436686574
55,2022,1,Palmetto,,Non-Point Source,0.0808686077,0.0184027429,3.8249930822,0.6898013556
55,2022,1,SARASOTA,,Non-Point Source,0.0004344428,0.0001067797,0.0130441121,0.0031581092
55,2022,1,ST PETE BEACH,,Non-Point Source,0.0155502174,0.0034793566,0.6725817266,0.1245781078
55,2022,1,ST PETERSBURG,,Non-Point Source,0.1036580156,0.0231143711,4.4042393906,0.85657512
55,2022,1,Tara,,Non-Point Source,0.0000577667,0.000015765,0.0018245384,0.0003736384
55,2022,1,University Place,,Non-Point Source,0.0000355044,9.0893583E-6,0.0007945364,0.0001729766
55,2022,1,Waterlefe,,Non-Point Source,0.0091620102,0.0021801378,0.2826298949,0.0539821893
55,2022,1,Bradenton,City of Bradenton WRF,PS - Domestic - REUSE,0.2006277052,0.0060796274,0.0516768332,0.0364777646
55,2022,1,Palmetto,City of Palmetto WWTF,PS - Domestic - REUSE,0,0,0,0
55,2022,1,Manatee Co.,Manatee County Southeast WRF,PS - Domestic - REUSE,1.6673016036,0.0299874389,0.0239899511,0.0179924633
55,2022,1,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.1340305917,0.0057039624,0.0060550029,0.0128525648
55,2022,1,Bradenton,City of Bradenton WRF,PS - Domestic - SW,0.3841807121,0.0698510386,0.5937338277,0.4191062313
55,2022,1,Palmetto,City of Palmetto WWTF,PS - Domestic - SW,0,0,0,0
55,2022,2,Atmospheric Deposition,,Atmospheric Deposition,1.2062616543,0.0209477948,0,0
55,2022,2,Ground Water,,Ground Water,0.0018584969,0.0139365218,0,0
55,2022,2,Bradenton,,Non-Point Source,0.1474728318,0.0353808217,7.0167861637,1.2567603671
55,2022,2,Conservation,,Non-Point Source,0.0583376248,0.0087947397,5.7007197042,1.3370229136
55,2022,2,FDACS (Agriculture),,Non-Point Source,1.1337152407,0.3193749529,12.978439077,4.9805784293
55,2022,2,GULFPORT,,Non-Point Source,0.01697547,0.0038943417,0.7470779776,0.1356349149
55,2022,2,Greyhawk Landing,,Non-Point Source,0.0150532613,0.0033431717,0.4350080309,0.0836019317
55,2022,2,Harbourage at Braden River,,Non-Point Source,0.0012693321,0.0002821355,0.0401663873,0.0072796844
55,2022,2,Heritage Harbour,,Non-Point Source,0.0161493414,0.0034792291,0.4576261446,0.0975413637
55,2022,2,Heritage Harbour Marketplace,,Non-Point Source,0.0026533159,0.0005186813,0.085937966,0.02112834
55,2022,2,Lakewood Ranch,,Non-Point Source,0.0404604682,0.009995577,0.9904131629,0.2202651735
55,2022,2,Lexington,,Non-Point Source,0.0015814349,0.0004055313,0.0667913707,0.0122463338
55,2022,2,MANATEE,,Non-Point Source,1.4881133277,0.3383577446,49.023310903,10.200104651
55,2022,2,MSGP PINELLAS,,Non-Point Source,0.0024399802,0.0003845905,0.1117174664,0.0164343765
55,2022,2,None,,Non-Point Source,0.0004830517,0.0000133549,0.0056576783,0.0008798797
55,2022,2,PINELLAS,,Non-Point Source,0.0156795098,0.0036028873,0.586339722,0.1121616786
55,2022,2,Palmetto,,Non-Point Source,0.0667597644,0.014883062,3.0936792039,0.5578601447
55,2022,2,SARASOTA,,Non-Point Source,0.0301904007,0.007178451,0.87691319,0.2123093989
55,2022,2,ST PETE BEACH,,Non-Point Source,0.012198062,0.0027232507,0.5266317408,0.0975479462
55,2022,2,ST PETERSBURG,,Non-Point Source,0.0813394158,0.0181073915,3.4515066146,0.6712089555
55,2022,2,Tara,,Non-Point Source,0.004014335,0.0010598267,0.1226577769,0.0251184903
55,2022,2,University Place,,Non-Point Source,0.0024672782,0.000611048,0.0534140929,0.0116286524
55,2022,2,Waterlefe,,Non-Point Source,0.007617844,0.0017656015,0.228890019,0.0437178959
55,2022,2,Bradenton,City of Bradenton WRF,PS - Domestic - REUSE,0.2565711266,0.0071269757,0.0570158059,0.0356348787
55,2022,2,Palmetto,City of Palmetto WWTF,PS - Domestic - REUSE,0,0,0,0
55,2022,2,Manatee Co.,Manatee County Southeast WRF,PS - Domestic - REUSE,1.6972588947,0.0183157435,0.0244209913,0.0122104956
55,2022,2,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.1298238824,0.0061224217,0.0038534961,0.0116887525
55,2022,2,Bradenton,City of Bradenton WRF,PS - Domestic - SW,0.2383447624,0.0397241271,0.3177930165,0.1986206353
55,2022,2,Palmetto,City of Palmetto WWTF,PS - Domestic - SW,0,0,0,0
55,2022,3,Atmospheric Deposition,,Atmospheric Deposition,2.9144950734,0.0529635768,0,0
55,2022,3,Ground Water,,Ground Water,0.0018584969,0.0139365218,0,0
55,2022,3,Bradenton,,Non-Point Source,0.1785832635,0.0434588203,8.618828916,1.5436985452
55,2022,3,Conservation,,Non-Point Source,0.062884661,0.0090792803,6.1241612339,1.4392220688
55,2022,3,FDACS (Agriculture),,Non-Point Source,1.4310137305,0.3956453578,15.661854958,5.8518304298
55,2022,3,GULFPORT,,Non-Point Source,0.0198902567,0.0045635587,0.8754584069,0.1589428816
55,2022,3,Greyhawk Landing,,Non-Point Source,0.0182288527,0.0041064705,0.5343272131,0.1026895689
55,2022,3,Harbourage at Braden River,,Non-Point Source,0.0015975322,0.0003646375,0.0518304083,0.0093910975
55,2022,3,Heritage Harbour,,Non-Point Source,0.0195561587,0.0042735919,0.5621093981,0.1198115928
55,2022,3,Heritage Harbour Marketplace,,Non-Point Source,0.0032130515,0.0006371044,0.1055589566,0.0259522727
55,2022,3,Lakewood Ranch,,Non-Point Source,0.0856417887,0.0215393749,2.1342320142,0.4746473517
55,2022,3,Lexington,,Non-Point Source,0.0019150497,0.0004981205,0.0820408922,0.0150423646
55,2022,3,MANATEE,,Non-Point Source,1.9472046422,0.4555681201,63.6277315,13.252977528
55,2022,3,MSGP PINELLAS,,Non-Point Source,0.0028566387,0.0004504953,0.130891852,0.0192490898
55,2022,3,None,,Non-Point Source,0.0005633985,0.0000156205,0.0066149735,0.0010288303
55,2022,3,PINELLAS,,Non-Point Source,0.0183013392,0.0042133204,0.6857355412,0.1311708059
55,2022,3,Palmetto,,Non-Point Source,0.0805531529,0.0181771602,3.7796687898,0.6812775316
55,2022,3,SARASOTA,,Non-Point Source,0.0639033613,0.0154687766,1.8896519896,0.4575035278
55,2022,3,ST PETE BEACH,,Non-Point Source,0.014265224,0.0031876438,0.6165241181,0.1142000356
55,2022,3,ST PETERSBURG,,Non-Point Source,0.095174305,0.0212018288,4.0418825628,0.78598952
55,2022,3,Tara,,Non-Point Source,0.0084970551,0.0022838107,0.2643140904,0.0541275986
55,2022,3,University Place,,Non-Point Source,0.0052224339,0.0013167415,0.1151015267,0.0250584738
55,2022,3,Waterlefe,,Non-Point Source,0.0092248818,0.0021687162,0.281149214,0.0536993799
55,2022,3,Bradenton,City of Bradenton WRF,PS - Domestic - REUSE,0.5044797229,0.0084079954,0.0462439746,0.0420399769
55,2022,3,Palmetto,City of Palmetto WWTF,PS - Domestic - REUSE,0,0,0,0
55,2022,3,Manatee Co.,Manatee County Southeast WRF,PS - Domestic - REUSE,2.1577865416,0.0350290023,0.0280232018,0.0490406032
55,2022,3,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.1575109349,0.0098718685,0.0055807876,0.0136122216
55,2022,3,Bradenton,City of Bradenton WRF,PS - Domestic - SW,0.4139320803,0.041393208,0.2276626442,0.2069660402
55,2022,3,Palmetto,City of Palmetto WWTF,PS - Domestic - SW,0,0,0,0
55,2022,4,Atmospheric Deposition,,Atmospheric Deposition,11.655132329,0.174771572,0,0
55,2022,4,Ground Water,,Ground Water,0.0018584969,0.0139365218,0,0
55,2022,4,Bradenton,,Non-Point Source,0.2681481906,0.0586390047,11.629389517,2.0829131027
55,2022,4,Conservation,,Non-Point Source,0.0791777755,0.011552153,4.4260366167,1.0586114051
55,2022,4,FDACS (Agriculture),,Non-Point Source,1.8754628461,0.4890070685,15.112181115,5.6359363831
55,2022,4,GULFPORT,,Non-Point Source,0.0349086156,0.0080019276,1.5350640319,0.2786968503
55,2022,4,Greyhawk Landing,,Non-Point Source,0.0273711755,0.0055408623,0.7209679355,0.1385590789
55,2022,4,Harbourage at Braden River,,Non-Point Source,0.002204703,0.0004399455,0.0627576231,0.0113779841
55,2022,4,Heritage Harbour,,Non-Point Source,0.0293641658,0.0057663594,0.7584544497,0.161661833
55,2022,4,Heritage Harbour Marketplace,,Non-Point Source,0.0048244944,0.0008596453,0.1424307449,0.0350174125
55,2022,4,Lakewood Ranch,,Non-Point Source,0.010915487,0.0024037621,0.2381771065,0.0529699358
55,2022,4,Lexington,,Non-Point Source,0.0028755053,0.0006721142,0.1106978107,0.020296669
55,2022,4,MANATEE,,Non-Point Source,2.4361456739,0.4956122584,72.316183437,14.571913413
55,2022,4,MSGP PINELLAS,,Non-Point Source,0.0050108202,0.0007872476,0.2291708534,0.0336158215
55,2022,4,None,,Non-Point Source,0.0009856893,0.000026965,0.0113829243,0.0017714436
55,2022,4,PINELLAS,,Non-Point Source,0.032035606,0.0072620065,1.1826891509,0.2261663511
55,2022,4,Palmetto,,Non-Point Source,0.1210946971,0.0250307088,5.1986173674,0.938415625
55,2022,4,SARASOTA,,Non-Point Source,0.0081448125,0.0017262924,0.2108823409,0.0510567107
55,2022,4,ST PETE BEACH,,Non-Point Source,0.0250036216,0.0055375784,1.072277606,0.1986394919
55,2022,4,ST PETERSBURG,,Non-Point Source,0.1668791418,0.0369274337,7.0475376582,1.3700547664
55,2022,4,Tara,,Non-Point Source,0.0010829934,0.0002548699,0.0294970579,0.0060405592
55,2022,4,University Place,,Non-Point Source,0.0006656261,0.0001469464,0.0128451585,0.0027964883
55,2022,4,Waterlefe,,Non-Point Source,0.0138514399,0.0029262496,0.3793547538,0.0724565961
55,2022,4,Bradenton,City of Bradenton WRF,PS - Domestic - REUSE,0.5205029002,0.0118296114,0.0512616493,0.0394320379
55,2022,4,Palmetto,City of Palmetto WWTF,PS - Domestic - REUSE,0,0,0,0
55,2022,4,Manatee Co.,Manatee County Southeast WRF,PS - Domestic - REUSE,1.6037598163,0.0313234339,0.0313234339,0.144087796
55,2022,4,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.1317452464,0.0081973888,0.0046914916,0.0154661577
55,2022,4,Bradenton,City of Bradenton WRF,PS - Domestic - SW,0.3580178679,0.0488206183,0.2115560128,0.1627353945
55,2022,4,Palmetto,City of Palmetto WWTF,PS - Domestic - SW,0,0,0,0
55,2022,5,Atmospheric Deposition,,Atmospheric Deposition,6.8453517078,0.1194896524,0,0
55,2022,5,Ground Water,,Ground Water,0.0018584969,0.0139365218,0,0
55,2022,5,Bradenton,,Non-Point Source,0.4410857266,0.1060140506,21.024891127,3.7657197006
55,2022,5,Conservation,,Non-Point Source,0.1185227525,0.016530885,1.4616332407,1.0145282705
55,2022,5,FDACS (Agriculture),,Non-Point Source,3.1511025089,0.8743631386,21.099518218,8.543693858
55,2022,5,GULFPORT,,Non-Point Source,0.0487913044,0.0111933786,2.1473017046,0.389850983
55,2022,5,Greyhawk Landing,,Non-Point Source,0.0450237416,0.0100173811,1.3034452349,0.2505023626
55,2022,5,Harbourage at Braden River,,Non-Point Source,0.0036943786,0.0008154562,0.116227638,0.0210691147
55,2022,5,Heritage Harbour,,Non-Point Source,0.0483020765,0.0104250596,1.3712174835,0.2922700657
55,2022,5,Heritage Harbour Marketplace,,Non-Point Source,0.0079359686,0.0015541614,0.2575019868,0.0633083349
55,2022,5,Lakewood Ranch,,Non-Point Source,0.0590677488,0.0146255441,1.449174116,0.3222923523
55,2022,5,Lexington,,Non-Point Source,0.0047300127,0.0012151221,0.2001316935,0.0366945535
55,2022,5,MANATEE,,Non-Point Source,4.1707591487,0.9360250318,130.7358629,26.503887471
55,2022,5,MSGP PINELLAS,,Non-Point Source,0.0070738628,0.0011147416,0.3222945255,0.0477130685
55,2022,5,None,,Non-Point Source,0.0014570329,0.0000398694,0.0170165427,0.0026427401
55,2022,5,PINELLAS,,Non-Point Source,0.0469285273,0.0107952212,1.7541567127,0.3357785647
55,2022,5,Palmetto,,Non-Point Source,0.1988560232,0.0444211441,9.235743937,1.6649407981
55,2022,5,SARASOTA,,Non-Point Source,0.0440746013,0.0105035209,1.283100775,0.3106514503
55,2022,5,ST PETE BEACH,,Non-Point Source,0.0357821377,0.008008223,1.5442911819,0.2859815471
55,2022,5,ST PETERSBURG,,Non-Point Source,0.2372658699,0.052914499,10.059137017,1.9576444638
55,2022,5,Tara,,Non-Point Source,0.0058604791,0.0015507402,0.1794730544,0.036753415
55,2022,5,University Place,,Non-Point Source,0.0036019497,0.0008940864,0.0781555858,0.0170150628
55,2022,5,Waterlefe,,Non-Point Source,0.0227846865,0.0052903963,0.6858393027,0.1309950141
55,2022,5,Bradenton,City of Bradenton WRF,PS - Domestic - REUSE,0.5378529969,0.0122239317,0.0692689466,0.0448210831
55,2022,5,Palmetto,City of Palmetto WWTF,PS - Domestic - REUSE,0,0,0,0
55,2022,5,Manatee Co.,Manatee County Southeast WRF,PS - Domestic - REUSE,0.9942182896,0.0313139619,0.0195712262,0.0861133952
55,2022,5,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.1699945185,0.0090968235,0.0107489962,0.0171316109
55,2022,5,Bradenton,City of Bradenton WRF,PS - Domestic - SW,0.3414939663,0.046567359,0.2638817012,0.1707469831
55,2022,5,Palmetto,City of Palmetto WWTF,PS - Domestic - SW,0,0,0,0
55,2022,6,Atmospheric Deposition,,Atmospheric Deposition,19.618370969,0.3041135288,0,0
55,2022,6,Ground Water,,Ground Water,0.0018584969,0.0139365218,0,0
55,2022,6,Bradenton,,Non-Point Source,1.264328397,0.2853675303,56.594585536,10.136525531
55,2022,6,Conservation,,Non-Point Source,0.2418875835,0.0367461735,11.240728132,2.7724616472
55,2022,6,FDACS (Agriculture),,Non-Point Source,10.08130091,2.5194749679,74.609688587,25.459643299
55,2022,6,GULFPORT,,Non-Point Source,0.0769669218,0.0176477469,3.3854869393,0.6146483321
55,2022,6,Greyhawk Landing,,Non-Point Source,0.1290560806,0.0269646834,3.5086004675,0.6742996813
55,2022,6,Harbourage at Braden River,,Non-Point Source,0.0115875266,0.0024644627,0.3500043534,0.0634075012
55,2022,6,Heritage Harbour,,Non-Point Source,0.1384531016,0.028062068,3.691029109,0.7867295546
55,2022,6,Heritage Harbour Marketplace,,Non-Point Source,0.0227476653,0.0041834757,0.6931411976,0.1704127242
55,2022,6,Lakewood Ranch,,Non-Point Source,0.7745368783,0.1773388648,17.57164658,3.9078860492
55,2022,6,Lexington,,Non-Point Source,0.0135581112,0.0032708532,0.5387124328,0.0987740213
55,2022,6,MANATEE,,Non-Point Source,14.305016098,3.124593031,414.03826735,84.579801368
55,2022,6,MSGP PINELLAS,,Non-Point Source,0.0113361083,0.0017811991,0.5111543514,0.0764344639
55,2022,6,None,,Non-Point Source,0.0024985156,0.0000666253,0.0287447009,0.0044552815
55,2022,6,PINELLAS,,Non-Point Source,0.0794569849,0.0181357064,2.9404266671,0.5633983784
55,2022,6,Palmetto,,Non-Point Source,0.5455703354,0.1163107284,24.222212456,4.3576907546
55,2022,6,SARASOTA,,Non-Point Source,0.5779364342,0.127358166,15.557960287,3.7667368149
55,2022,6,ST PETE BEACH,,Non-Point Source,0.0585506607,0.0130850509,2.5124634813,0.4651061961
55,2022,6,ST PETERSBURG,,Non-Point Source,0.384420095,0.0856320214,16.211234368,3.1585813408
55,2022,6,Tara,,Non-Point Source,0.0768466259,0.0188031637,2.1761616133,0.4456455659
55,2022,6,University Place,,Non-Point Source,0.0472312374,0.0108410503,0.9476586121,0.2063124547
55,2022,6,Waterlefe,,Non-Point Source,0.0653100393,0.0142406344,1.846135176,0.3526110307
55,2022,6,Bradenton,City of Bradenton WRF,PS - Domestic - REUSE,0.7469554607,0.0063842347,0.0287290562,0.0287290562
55,2022,6,Palmetto,City of Palmetto WWTF,PS - Domestic - REUSE,0,0,0,0
55,2022,6,Manatee Co.,Manatee County Southeast WRF,PS - Domestic - REUSE,0.8332552922,0.0370335685,0.0416627646,0.0185167843
55,2022,6,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.1420148938,0.0110717631,0.0064617195,0.0148113789
55,2022,6,Bradenton,City of Bradenton WRF,PS - Domestic - SW,1.4646185504,0.0751086436,0.3379888962,0.3379888962
55,2022,6,Palmetto,City of Palmetto WWTF,PS - Domestic - SW,0,0,0,0
55,2022,7,Atmospheric Deposition,,Atmospheric Deposition,10.801061384,0.1856805458,0,0
55,2022,7,Ground Water,,Ground Water,0.0275225005,0.1328155523,0,0
55,2022,7,Bradenton,,Non-Point Source,1.8867710089,0.440098852,85.996649721,15.413103122
55,2022,7,Conservation,,Non-Point Source,1.0756269125,0.1965563161,30.644369713,7.3999937508
55,2022,7,FDACS (Agriculture),,Non-Point Source,26.827934798,6.5362002131,215.97565761,64.681243714
55,2022,7,GULFPORT,,Non-Point Source,0.265325449,0.0612150748,11.498834643,2.0761756825
55,2022,7,Greyhawk Landing,,Non-Point Source,0.1929419364,0.0416575887,5.3362683842,1.0263022923
55,2022,7,Harbourage at Braden River,,Non-Point Source,0.0258678404,0.0061962682,0.8692883533,0.1563182699
55,2022,7,Heritage Harbour,,Non-Point Source,0.2072539255,0.0434155727,5.6234680628,1.1990122048
55,2022,7,Heritage Harbour Marketplace,,Non-Point Source,0.0339174951,0.0064461897,1.0503935213,0.2585679845
55,2022,7,Lakewood Ranch,,Non-Point Source,6.2973660992,1.4883606174,149.7730732,32.912172528
55,2022,7,Lexington,,Non-Point Source,0.0202831433,0.0050573257,0.8204297891,0.1504981898
55,2022,7,MANATEE,,Non-Point Source,42.812772828,10.448156228,1179.6723379,252.15449857
55,2022,7,MSGP PINELLAS,,Non-Point Source,0.0359988309,0.0057112019,1.6901466502,0.2348754094
55,2022,7,None,,Non-Point Source,0.0048228724,0.0001449324,0.057806799,0.0089702643
55,2022,7,PINELLAS,,Non-Point Source,0.1744766101,0.0395555354,6.5339579849,1.2239906927
55,2022,7,Palmetto,,Non-Point Source,0.8515608285,0.1858513083,37.799456974,6.8233859114
55,2022,7,SARASOTA,,Non-Point Source,4.6926771583,1.0672053027,132.43725228,31.689955609
55,2022,7,ST PETE BEACH,,Non-Point Source,0.1634243212,0.0358039855,7.0018787183,1.2881871006
55,2022,7,ST PETERSBURG,,Non-Point Source,1.1400794856,0.250725952,48.134081617,9.2338625534
55,2022,7,Tara,,Non-Point Source,0.6255587691,0.158040745,18.589176033,3.7599055561
55,2022,7,University Place,,Non-Point Source,0.3854306879,0.0913311952,8.109770922,1.7439321068
55,2022,7,Waterlefe,,Non-Point Source,0.0977858005,0.0220339231,2.8126348092,0.5375285278
55,2022,7,Bradenton,City of Bradenton WRF,PS - Domestic - REUSE,0.3477029475,0.0009054764,0.006338335,0.0081492878
55,2022,7,Palmetto,City of Palmetto WWTF,PS - Domestic - REUSE,0,0,0,0
55,2022,7,Manatee Co.,Manatee County Southeast WRF,PS - Domestic - REUSE,0.7943589458,0.0532801732,0.0242182605,0.0096873042
55,2022,7,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.1456059127,0.0091158297,0.0061073414,0.0148678231
55,2022,7,Bradenton,City of Bradenton WRF,PS - Domestic - SW,5.8778355408,0.0918411803,0.6428882623,0.8265706229
55,2022,7,Palmetto,City of Palmetto WWTF,PS - Domestic - SW,0,0,0,0
55,2022,8,Atmospheric Deposition,,Atmospheric Deposition,7.2234211208,0.1311342349,0,0
55,2022,8,Ground Water,,Ground Water,0.0275225005,0.1328155523,0,0
55,2022,8,Bradenton,,Non-Point Source,2.0448254788,0.4843987285,94.652979866,16.964569483
55,2022,8,Conservation,,Non-Point Source,4.2706950024,0.774142544,86.065058447,20.628901761
55,2022,8,FDACS (Agriculture),,Non-Point Source,25.77135966,8.8648695169,210.73533598,78.447215775
55,2022,8,GULFPORT,,Non-Point Source,0.2309234812,0.0532850656,10.009236459,1.8072208168
55,2022,8,Greyhawk Landing,,Non-Point Source,0.2091046479,0.0458507967,5.8734114127,1.1296087758
55,2022,8,Harbourage at Braden River,,Non-Point Source,0.0201137826,0.0045721579,0.6420212312,0.1160152167
55,2022,8,Heritage Harbour,,Non-Point Source,0.2246155498,0.0477857375,6.1895203017,1.319703482
55,2022,8,Heritage Harbour Marketplace,,Non-Point Source,0.0367587576,0.0070950562,1.1561250019,0.2845951593
55,2022,8,Lakewood Ranch,,Non-Point Source,2.0356496296,0.4906655422,49.375457339,10.850105001
55,2022,8,Lexington,,Non-Point Source,0.0219822586,0.0055663907,0.9030133681,0.1656471755
55,2022,8,MANATEE,,Non-Point Source,28.115924152,6.7625416148,821.7409295,174.56277179
55,2022,8,MSGP PINELLAS,,Non-Point Source,0.0313200905,0.0049709463,1.47114706,0.2044282968
55,2022,8,None,,Non-Point Source,0.0041847448,0.0001260934,0.0502848075,0.0078032753
55,2022,8,PINELLAS,,Non-Point Source,0.1514989313,0.0344114146,5.6843779321,1.0648290477
55,2022,8,Palmetto,,Non-Point Source,0.9026213892,0.2000337574,40.753036305,7.3446532563
55,2022,8,SARASOTA,,Non-Point Source,1.5169272945,0.3518239212,43.660384077,10.44717864
55,2022,8,ST PETE BEACH,,Non-Point Source,0.1420966952,0.0311575818,6.0934303316,1.1210589329
55,2022,8,ST PETERSBURG,,Non-Point Source,0.9916126485,0.2182077578,41.892483811,8.0364358536
55,2022,8,Tara,,Non-Point Source,0.2022144586,0.0521010479,6.1282649049,1.239522248
55,2022,8,University Place,,Non-Point Source,0.1245920635,0.0301090138,2.6735356339,0.5749193998
55,2022,8,Waterlefe,,Non-Point Source,0.1059772996,0.024251834,3.0957515999,0.5916355705
55,2022,8,Bradenton,City of Bradenton WRF,PS - Domestic - REUSE,0.6457340453,0.0033631982,0.0302687834,0.0336319815
55,2022,8,Palmetto,City of Palmetto WWTF,PS - Domestic - REUSE,0,0,0,0
55,2022,8,Manatee Co.,Manatee County Southeast WRF,PS - Domestic - REUSE,0.7382750296,0.0323804838,0.0323804838,0.0064760968
55,2022,8,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.1217586116,0.0067754634,0.0100878527,0.014052833
55,2022,8,Bradenton,City of Bradenton WRF,PS - Domestic - SW,1.5729419053,0.0491544345,0.4423899109,0.4915443454
55,2022,8,Palmetto,City of Palmetto WWTF,PS - Domestic - SW,0,0,0,0
55,2022,9,Atmospheric Deposition,,Atmospheric Deposition,6.568346847,0.1783879315,0,0
55,2022,9,Ground Water,,Ground Water,0.0275225005,0.1328155523,0,0
55,2022,9,Bradenton,,Non-Point Source,12.65866922,3.1426769415,614.08860053,110.06255426
55,2022,9,Conservation,,Non-Point Source,24.795893602,5.0797625297,209.71016928,129.62776836
55,2022,9,FDACS (Agriculture),,Non-Point Source,146.17142175,56.027404627,905.30481294,480.93962139
55,2022,9,GULFPORT,,Non-Point Source,0.9874755247,0.2279471105,42.818311353,7.7310735877
55,2022,9,Greyhawk Landing,,Non-Point Source,1.2944804322,0.2974703133,38.105456372,7.3286638545
55,2022,9,Harbourage at Braden River,,Non-Point Source,0.1159753095,0.0271568593,3.8143286715,0.6901995729
55,2022,9,Heritage Harbour,,Non-Point Source,1.390502014,0.310023802,40.156304275,8.5619582769
55,2022,9,Heritage Harbour Marketplace,,Non-Point Source,0.2275582727,0.0460312305,7.5006955458,1.8463934611
55,2022,9,Lakewood Ranch,,Non-Point Source,7.4378712881,1.903849092,191.58349535,42.099884295
55,2022,9,Lexington,,Non-Point Source,0.1360830758,0.0361135705,5.8585605679,1.0746839914
55,2022,9,MANATEE,,Non-Point Source,152.33050945,38.113647615,4552.3675888,1002.0804307
55,2022,9,MSGP PINELLAS,,Non-Point Source,0.1353341794,0.0214956491,6.3229761757,0.8861595406
55,2022,9,None,,Non-Point Source,0.0195051878,0.0005756496,0.2340861347,0.0361851708
55,2022,9,PINELLAS,,Non-Point Source,0.6925315979,0.158513373,26.100453784,4.8959957006
55,2022,9,Palmetto,,Non-Point Source,5.5846516197,1.2864563688,262.26749212,47.236364825
55,2022,9,SARASOTA,,Non-Point Source,5.5425598814,1.3651247035,169.40823317,40.53647517
55,2022,9,ST PETE BEACH,,Non-Point Source,0.6250147125,0.1379514287,26.860519006,4.9384895082
55,2022,9,ST PETERSBURG,,Non-Point Source,4.3214682368,0.9551581573,182.69122897,35.081580872
55,2022,9,Tara,,Non-Point Source,0.7388526464,0.2021591578,23.778501996,4.8095150431
55,2022,9,University Place,,Non-Point Source,0.4552353797,0.116827072,10.373682175,2.2307655277
55,2022,9,Waterlefe,,Non-Point Source,0.6560616512,0.157340792,20.08458445,3.8384069895
55,2022,9,Bradenton,City of Bradenton WRF,PS - Domestic - REUSE,0.0495717048,0.0007510864,0.0045065186,0.0032547079
55,2022,9,Palmetto,City of Palmetto WWTF,PS - Domestic - REUSE,0,0,0,0
55,2022,9,Manatee Co.,Manatee County Southeast WRF,PS - Domestic - REUSE,1.0112602739,0.0925801659,0.0284862049,0.0142431024
55,2022,9,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.0634529899,0.0042398223,0.0047988578,0.0110722989
55,2022,9,Bradenton,City of Bradenton WRF,PS - Domestic - SW,3.5526388427,0.3229671675,1.9378030051,1.3995243926
55,2022,9,Palmetto,City of Palmetto WWTF,PS - Domestic - SW,0.350239116,0.0348579215,0.1029138635,0.4979703071
55,2022,10,Atmospheric Deposition,,Atmospheric Deposition,0.3459192838,0.0068874139,0,0
55,2022,10,Ground Water,,Ground Water,0.0275225005,0.1328155523,0,0
55,2022,10,Bradenton,,Non-Point Source,0.6323556003,0.1525164541,29.802177443,5.341417784
55,2022,10,Conservation,,Non-Point Source,4.6821350958,0.8613325126,104.92073295,24.6415677
55,2022,10,FDACS (Agriculture),,Non-Point Source,17.225849333,6.9710423112,171.03027517,66.634985819
55,2022,10,GULFPORT,,Non-Point Source,0.10829924,0.0249936147,4.6948802042,0.8476855625
55,2022,10,Greyhawk Landing,,Non-Point Source,0.0646649294,0.014436456,1.8492861964,0.3556655187
55,2022,10,Harbourage at Braden River,,Non-Point Source,0.0082457697,0.0020327903,0.2852144126,0.0513169673
55,2022,10,Heritage Harbour,,Non-Point Source,0.0694616251,0.0150456862,1.9488153736,0.4155182161
55,2022,10,Heritage Harbour Marketplace,,Non-Point Source,0.0113675257,0.0022339299,0.3640143449,0.0896068507
55,2022,10,Lakewood Ranch,,Non-Point Source,1.8542779989,0.4573248971,46.020402907,10.112842101
55,2022,10,Lexington,,Non-Point Source,0.0067979417,0.0017526185,0.2843203105,0.052155215
55,2022,10,MANATEE,,Non-Point Source,15.193628027,4.0125787351,440.28803822,100.41405855
55,2022,10,MSGP PINELLAS,,Non-Point Source,0.0146187744,0.0023217221,0.688774978,0.0953870077
55,2022,10,None,,Non-Point Source,0.0018824398,0.0000575848,0.0227695626,0.0035394724
55,2022,10,PINELLAS,,Non-Point Source,0.0688265189,0.01565417,2.589515736,0.4847933336
55,2022,10,Palmetto,,Non-Point Source,0.2915054968,0.0652055035,13.249661255,2.3938686726
55,2022,10,SARASOTA,,Non-Point Source,1.3817726131,0.327917542,40.693667959,9.7372945221
