bayseg,YEAR,MONTH,entity,facname,source,tnloadtons,tploadtons,tssloadtons,bodloadtons
1,2024,7,CHEVAL WEST,,Non-Point Source,0.1020240877,0.0069350377,2.1673512498,0.5236839025
1,2024,7,CLEARWATER,,Non-Point Source,2.2660934988,0.5494024567,93.165161966,17.65849436
1,2024,7,Conservation,,Non-Point Source,1.3861008054,0.163168401,15.276871829,4.5269721272
1,2024,7,FDACS (Agriculture),,Non-Point Source,2.0933230259,0.1125146658,19.792651163,3.2518193409
1,2024,7,HERITAGE HARBOR,,Non-Point Source,0.0957822664,0.0070685236,2.8171575097,0.5694454386
1,2024,7,HILLSBOROUGH,,Non-Point Source,15.321782407,2.4394835241,453.92003849,89.97709132
1,2024,7,LARGO,,Non-Point Source,0.9749786634,0.2027320396,34.875277476,6.4456434367
1,2024,7,MSGP COT,,Non-Point Source,0.5829952363,0.0955570438,14.194816827,4.54735862
1,2024,7,MSGP PINELLAS,,Non-Point Source,0.8063666954,0.1413438816,27.217139697,6.4583782949
1,2024,7,MacDill AFB,,Non-Point Source,0.0634756202,0.0105081283,1.0082967036,0.3856686686
1,2024,7,None,,Non-Point Source,0.0034210881,0.0001590256,0.0432490262,0.0098118435
1,2024,7,OLDSMAR,,Non-Point Source,0.9175949079,0.1825436388,27.601818332,5.2135083187
1,2024,7,PALM BAY,,Non-Point Source,0.0078597691,0.0017319895,0.2730783839,0.0469726846
1,2024,7,PARK PLACE,,Non-Point Source,0.0990700846,0.0202174388,2.6730926033,0.5274370021
1,2024,7,PASCO,,Non-Point Source,0.2977911896,0.0206694359,7.1982873135,1.604795235
1,2024,7,PINELLAS,,Non-Point Source,6.8436229573,1.7204875474,205.56333864,41.114758912
1,2024,7,PINELLAS PARK,,Non-Point Source,0.7089319946,0.1454079039,30.593075035,4.8333041671
1,2024,7,SAFETY HARBOR,,Non-Point Source,0.9248897973,0.2003775123,27.306285084,5.1936341502
1,2024,7,ST PETERSBURG,,Non-Point Source,0.6166519521,0.1264801359,24.011471082,4.4275778773
1,2024,7,STONEBRIAR,,Non-Point Source,0.0855926477,0.0062126027,2.365560793,0.4925516675
1,2024,7,TARPON SPRINGS,,Non-Point Source,0.1646877602,0.0439440686,4.494965219,0.9645367005
1,2024,7,Tampa,,Non-Point Source,3.5921316498,0.7594970022,140.73288954,26.350850957
1,2024,7,WESTCHASE,,Non-Point Source,0.2342769392,0.0460482012,5.9684563567,1.2472711114
1,2024,7,WESTCHASE EAST,,Non-Point Source,0.2879856941,0.0578711595,7.9171114313,1.5974171797
1,2024,7,Clearwater,City of Clearwater East AWWTF,PS - Domestic - REUSE,0.0171794749,0.0005775646,0.0008233368,0.0022856812
1,2024,7,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - REUSE,0.0443670513,0.0073945086,0.0040636488,0.0137897592
1,2024,7,Largo,City of Largo,PS - Domestic - REUSE,0.0621519019,0.0039840963,0.0039840963,0.0398409627
1,2024,7,Oldsmar,City of Oldsmar WRF,PS - Domestic - REUSE,0.0389314763,0.0015291557,0.0041328531,0.0082657062
1,2024,7,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - REUSE,0.3831073344,0.0074780711,0.0155313784,0.0316379931
1,2024,7,Pinellas Co.,On Top Of The World WWTP,PS - Domestic - REUSE,0.0654659456,0.0004676139,0.0021198497,0.0085417472
1,2024,7,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.4682776371,0.0271502812,0.035201198,0.0629620704
1,2024,7,Hillsborough Co.,Van Dyke WWTP,PS - Domestic - REUSE,0.102674559,0.0188371435,0.0045273821,0.0075995343
1,2024,7,Pinellas Co.,William E. Dunn WRF (Pinellas NW),PS - Domestic - REUSE,0.0290450967,0.008926704,0.0133234388,0.0266468777
1,2024,7,Clearwater,City of Clearwater East AWWTF,PS - Domestic - SW,0.6901929378,0.1392234681,0.1984674971,0.5509694697
1,2024,7,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - SW,0.7337075478,0.7337075478,0.4032086524,1.3682654269
1,2024,7,Largo,City of Largo,PS - Domestic - SW,1.5618692221,0.2002396439,0.2002396439,2.0023964386
1,2024,7,Oldsmar,City of Oldsmar WRF,PS - Domestic - SW,0.0300100758,0.0050642003,0.0187562974,0.0375125948
1,2024,7,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - SW,0.8851872861,0.1036705831,0.2153158264,0.4386063129
1,2024,7,Duke Energy,Duke Energy-Bartow Plant,PS - Industrial,0.2623294559,0,0.0235423871,0.1614335113
1,2024,8,Atmospheric Deposition,,Atmospheric Deposition,15.36911422,0.3432124427,0,0
1,2024,8,Ground Water,,Ground Water,0.5487808818,0.1630811084,0,0
1,2024,8,CHEVAL WEST,,Non-Point Source,0.061145263,0.0216288233,4.9988532792,1.2079798569
1,2024,8,CLEARWATER,,Non-Point Source,8.184298314,2.0291368443,344.09176817,65.219041315
1,2024,8,Conservation,,Non-Point Source,5.1297351085,0.6710742112,59.474361348,17.723881043
1,2024,8,FDACS (Agriculture),,Non-Point Source,6.092213383,0.400028358,68.316054274,10.920218466
1,2024,8,HERITAGE HARBOR,,Non-Point Source,0.0574044032,0.022045136,6.4975887302,1.3135378347
1,2024,8,HILLSBOROUGH,,Non-Point Source,32.948249248,7.6821672781,1300.1389234,256.04363429
1,2024,8,LARGO,,Non-Point Source,3.5212652239,0.7487608512,128.80668738,23.806032215
1,2024,8,MSGP COT,,Non-Point Source,2.1055648991,0.3529258304,52.426459822,16.794997562
1,2024,8,MSGP PINELLAS,,Non-Point Source,2.9123006573,0.5220327548,100.52248636,23.853066533
1,2024,8,MacDill AFB,,Non-Point Source,0.2292506518,0.0388102201,3.723994981,1.4244102762
1,2024,8,None,,Non-Point Source,0.0123557151,0.0005873375,0.1597338917,0.0362385951
1,2024,8,OLDSMAR,,Non-Point Source,3.3212345932,0.6764301855,102.13848215,19.302776677
1,2024,8,PALM BAY,,Non-Point Source,0.0283866022,0.0063968473,1.008574686,0.1734866744
1,2024,8,PARK PLACE,,Non-Point Source,0.3578047979,0.0746701247,9.8726727987,1.9480106815
1,2024,8,PASCO,,Non-Point Source,0.1784727608,0.0644633233,16.602376816,3.7017756493
1,2024,8,PINELLAS,,Non-Point Source,29.938944041,8.0939147781,929.02898861,187.52613056
1,2024,8,PINELLAS PARK,,Non-Point Source,2.5604022654,0.5370426208,112.99100501,17.851095215
1,2024,8,SAFETY HARBOR,,Non-Point Source,3.3403626166,0.7400647523,100.85173168,19.181920798
1,2024,8,ST PETERSBURG,,Non-Point Source,2.2271206084,0.4671357047,88.682822703,16.352605076
1,2024,8,STONEBRIAR,,Non-Point Source,0.0512975423,0.0193757111,5.4560105695,1.1361672375
1,2024,8,TARPON SPRINGS,,Non-Point Source,0.8025189989,0.228420923,23.23787877,4.9899522743
1,2024,8,Tampa,,Non-Point Source,12.961432312,2.8023693116,519.32768075,97.240897061
1,2024,8,WESTCHASE,,Non-Point Source,0.8461223509,0.1700722312,22.043612201,4.6066116675
1,2024,8,WESTCHASE EAST,,Non-Point Source,1.0400986685,0.2137385817,29.240681964,5.899824465
1,2024,8,Clearwater,City of Clearwater East AWWTF,PS - Domestic - REUSE,0.0018937393,0.0003156232,0.0005122409,0.0004863702
1,2024,8,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - REUSE,0.1127628599,0.0140413523,0.020413966,0.0257064757
1,2024,8,Largo,City of Largo,PS - Domestic - REUSE,0.1432877638,0.010535865,0.1861336147,0.0526793249
1,2024,8,Oldsmar,City of Oldsmar WRF,PS - Domestic - REUSE,0.034727608,0.0013640356,0.0036865826,0.0073731652
1,2024,8,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - REUSE,0.3714895545,0.007392827,0.0138615505,0.0207923258
1,2024,8,Pinellas Co.,On Top Of The World WWTP,PS - Domestic - REUSE,0.054534258,0.0006322813,0.0027267129,0.0102745704
1,2024,8,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.3632944754,0.0210755174,0.038181509,0.0557374034
1,2024,8,Hillsborough Co.,Van Dyke WWTP,PS - Domestic - REUSE,0.1001262896,0.0139999591,0.0056708695,0.0066455502
1,2024,8,Pinellas Co.,William E. Dunn WRF (Pinellas NW),PS - Domestic - REUSE,0.0294538546,0.0102642221,0.0148756841,0.0297513683
1,2024,8,Clearwater,City of Clearwater East AWWTF,PS - Domestic - SW,0.6044184496,0.6044184496,0.9809414181,0.9313989223
1,2024,8,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - SW,1.7398341459,1.299876086,1.8898198482,2.3797731421
1,2024,8,Largo,City of Largo,PS - Domestic - SW,3.4331009328,0.5048677842,8.9193308548,2.5243389212
1,2024,8,Oldsmar,City of Oldsmar WRF,PS - Domestic - SW,0.0814928783,0.0130388605,0.0814928783,0.1629857566
1,2024,8,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - SW,1.8420210412,0.2199428109,0.4123927704,0.6185891556
1,2024,8,Duke Energy,Duke Energy-Bartow Plant,PS - Industrial,0.9661433463,0,0.2490060171,0.9561831056
1,2024,9,Atmospheric Deposition,,Atmospheric Deposition,14.20833123,0.2811331072,0,0
1,2024,9,Ground Water,,Ground Water,0.5487808818,0.1630811084,0,0
1,2024,9,CHEVAL WEST,,Non-Point Source,0.15828685,0.0203395758,5.1911534307,1.2544179906
1,2024,9,CLEARWATER,,Non-Point Source,5.1131707883,1.2573008801,213.20734684,40.41125086
1,2024,9,Conservation,,Non-Point Source,3.831252715,0.5087079471,43.161600644,13.081909981
1,2024,9,FDACS (Agriculture),,Non-Point Source,4.9717695267,0.2835910602,52.798514155,8.4923106348
1,2024,9,HERITAGE HARBOR,,Non-Point Source,0.1486028798,0.020731073,6.7475435153,1.3640339131
1,2024,9,HILLSBOROUGH,,Non-Point Source,31.792311644,6.1407062307,1098.1309758,217.38824003
1,2024,9,LARGO,,Non-Point Source,2.1999235353,0.4639498217,79.81165088,14.75077708
1,2024,9,MSGP COT,,Non-Point Source,1.315459496,0.2186811394,32.4846667,10.406575227
1,2024,9,MSGP PINELLAS,,Non-Point Source,1.8194706591,0.3234637643,62.286095155,14.779920649
1,2024,9,MacDill AFB,,Non-Point Source,0.1432251967,0.0240477245,2.3074748163,0.8825980855
1,2024,9,None,,Non-Point Source,0.0077192789,0.0003639281,0.0989748736,0.0224542852
1,2024,9,OLDSMAR,,Non-Point Source,2.0856077955,0.4219353367,63.536039097,12.020780289
1,2024,9,PALM BAY,,Non-Point Source,0.0177346352,0.0039636369,0.6249365803,0.1074964209
1,2024,9,PARK PLACE,,Non-Point Source,0.2235398773,0.0462673642,6.1173401063,1.2070332029
1,2024,9,PASCO,,Non-Point Source,0.4620127504,0.0606208037,17.241051207,3.8440822876
1,2024,9,PINELLAS,,Non-Point Source,26.41236333,7.1997698973,791.89765364,161.54785964
1,2024,9,PINELLAS PARK,,Non-Point Source,1.5996208309,0.3327642301,70.011882363,11.060958154
1,2024,9,SAFETY HARBOR,,Non-Point Source,2.086903959,0.4585615144,62.490103297,11.885568964
1,2024,9,ST PETERSBURG,,Non-Point Source,1.3914018771,0.2894482618,54.949961284,10.132458445
1,2024,9,STONEBRIAR,,Non-Point Source,0.1327940381,0.0182207668,5.6658970376,1.1798446927
1,2024,9,TARPON SPRINGS,,Non-Point Source,0.8079741074,0.224570955,22.849979414,4.9067256234
1,2024,9,Tampa,,Non-Point Source,8.1082588817,1.7388102715,322.18264116,60.325040482
1,2024,9,WESTCHASE,,Non-Point Source,0.5286180833,0.1053807517,13.658740217,2.8543648597
1,2024,9,WESTCHASE EAST,,Non-Point Source,0.6498055087,0.1324374488,18.118213797,3.6556699038
1,2024,9,Clearwater,City of Clearwater East AWWTF,PS - Domestic - REUSE,0.0007698636,0.0000156476,0.0000456911,0.0001301883
1,2024,9,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - REUSE,0.061408827,0.0018226364,0.0050473009,0.0074307485
1,2024,9,Largo,City of Largo,PS - Domestic - REUSE,0.0919705341,0.0089003743,0.0118671657,0.0326347056
1,2024,9,Oldsmar,City of Oldsmar WRF,PS - Domestic - REUSE,0.0266500489,0.0010467641,0.0028290922,0.0056581845
1,2024,9,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - REUSE,0.4719733279,0.0044373561,0.0121018802,0.0197664043
1,2024,9,Pinellas Co.,On Top Of The World WWTP,PS - Domestic - REUSE,0.1483132831,0.0061289279,0.0025734725,0.0089732922
1,2024,9,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.2312117746,0.0084077617,0.0716298115,0.0474995074
1,2024,9,Hillsborough Co.,Van Dyke WWTP,PS - Domestic - REUSE,0.0768924739,0.0138575447,0.0057458112,0.0091257002
1,2024,9,Pinellas Co.,William E. Dunn WRF (Pinellas NW),PS - Domestic - REUSE,0.0328687943,0.01113736,0.0135821464,0.0271642928
1,2024,9,Clearwater,City of Clearwater East AWWTF,PS - Domestic - SW,1.0495807039,0.1279976468,0.3737531287,1.0649404215
1,2024,9,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - SW,1.1642090122,0.2073248926,0.5741304718,0.845247639
1,2024,9,Largo,City of Largo,PS - Domestic - SW,2.5049358549,0.4848262945,0.6464350593,1.7776964132
1,2024,9,Oldsmar,City of Oldsmar WRF,PS - Domestic - SW,0.160231773,0.0801158865,0.1001448581,0.2002897163
1,2024,9,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - SW,2.7681290602,0.1561508701,0.4258660093,0.6955811485
1,2024,9,Duke Energy,Duke Energy-Bartow Plant,PS - Industrial,0.9418623909,0,0.3470019335,1.1897209148
1,2024,10,Atmospheric Deposition,,Atmospheric Deposition,22.78776816,0.4564959388,0,0
1,2024,10,Ground Water,,Ground Water,0.5487808818,0.1630811084,0,0
1,2024,10,CHEVAL WEST,,Non-Point Source,0.6439376108,0.0714145269,11.700295652,2.8274540687
1,2024,10,CLEARWATER,,Non-Point Source,18.770009023,4.6202480367,783.48058228,148.50065358
1,2024,10,Conservation,,Non-Point Source,11.365098476,1.3983616588,126.78867461,37.49585944
1,2024,10,FDACS (Agriculture),,Non-Point Source,16.133052872,0.9865872694,150.6566783,24.260555939
1,2024,10,HERITAGE HARBOR,,Non-Point Source,0.604541586,0.0727891173,15.208229752,3.0745280013
1,2024,10,HILLSBOROUGH,,Non-Point Source,109.05239281,19.944526251,3148.3895127,618.39563411
1,2024,10,LARGO,,Non-Point Source,8.0757295848,1.7048928279,293.28669781,54.205202528
1,2024,10,MSGP COT,,Non-Point Source,4.8289383694,0.8035953216,119.37255427,38.241410247
1,2024,10,MSGP PINELLAS,,Non-Point Source,6.679119885,1.1886437413,228.884918,54.312297432
1,2024,10,MacDill AFB,,Non-Point Source,0.5257673459,0.0883690243,8.4793593629,3.2433144175
1,2024,10,None,,Non-Point Source,0.0283368072,0.0013373396,0.3637064704,0.0825135566
1,2024,10,OLDSMAR,,Non-Point Source,7.6012135889,1.5357023104,232.16494893,43.854597096
1,2024,10,PALM BAY,,Non-Point Source,0.0651023165,0.0145653169,2.2964765664,0.395020902
1,2024,10,PARK PLACE,,Non-Point Source,0.8205956121,0.1700203206,22.479606165,4.4355276244
1,2024,10,PASCO,,Non-Point Source,1.8795458158,0.2128464261,38.859455642,8.6645489669
1,2024,10,PINELLAS,,Non-Point Source,57.25898099,14.924949516,1767.8782631,354.13504063
1,2024,10,PINELLAS PARK,,Non-Point Source,5.8720701249,1.222820492,257.27514165,40.646094348
1,2024,10,SAFETY HARBOR,,Non-Point Source,7.6608444667,1.6850922244,229.63459394,43.676320872
1,2024,10,ST PETERSBURG,,Non-Point Source,5.1077163015,1.0636457706,201.92656726,37.234103609
1,2024,10,STONEBRIAR,,Non-Point Source,0.5402285509,0.0639751515,12.770316146,2.6593660979
1,2024,10,TARPON SPRINGS,,Non-Point Source,1.3869130521,0.3868976332,39.331816048,8.4465682148
1,2024,10,Tampa,,Non-Point Source,29.738053225,6.3835938913,1182.934795,221.49532533
1,2024,10,WESTCHASE,,Non-Point Source,1.9405113978,0.3872463775,50.192256021,10.489035558
1,2024,10,WESTCHASE EAST,,Non-Point Source,2.3853799854,0.4866725797,66.579641395,13.43361956
1,2024,10,Clearwater,City of Clearwater East AWWTF,PS - Domestic - REUSE,0.0327834208,0.000786471,0.0020696604,0.0052155442
1,2024,10,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - REUSE,0.0447046647,0.0017229923,0.0046567359,0.0054949484
1,2024,10,Largo,City of Largo,PS - Domestic - REUSE,0.1050016334,0.0063253996,0.015813499,0.0379523976
1,2024,10,Oldsmar,City of Oldsmar WRF,PS - Domestic - REUSE,0.0247967306,0.0009739692,0.0026323493,0.0060544034
1,2024,10,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - REUSE,0.4162345775,0.0136338879,0.0104259143,0.0248617956
1,2024,10,Pinellas Co.,On Top Of The World WWTP,PS - Domestic - REUSE,0.1927888664,0.0052124397,0.0028204297,0.0117815418
1,2024,10,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.1598444882,0.0082889278,0.0158435608,0.0309651206
1,2024,10,Hillsborough Co.,Van Dyke WWTP,PS - Domestic - REUSE,0.1061089017,0.0133687127,0.0068104763,0.0097532746
1,2024,10,Pinellas Co.,William E. Dunn WRF (Pinellas NW),PS - Domestic - REUSE,0.0476694532,0.0093328749,0.014358269,0.0287165381
1,2024,10,Clearwater,City of Clearwater East AWWTF,PS - Domestic - SW,1.2669426149,0.1823629521,0.4799025056,1.2093543142
1,2024,10,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - SW,1.4011600919,0.3240182713,0.8757250575,1.0333555678
1,2024,10,Largo,City of Largo,PS - Domestic - SW,2.7678344674,0.3334740322,0.8336850806,2.0008441933
1,2024,10,Oldsmar,City of Oldsmar WRF,PS - Domestic - SW,0.1429359215,0.0362837339,0.1099507088,0.2528866303
1,2024,10,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - SW,2.4797286848,0.4873455219,0.3726759873,0.8886888928
1,2024,10,Duke Energy,Duke Energy-Bartow Plant,PS - Industrial,0.8705250357,0,0.0996024068,0.9561831056
1,2024,11,Atmospheric Deposition,,Atmospheric Deposition,0.8054101067,0.0161173679,0,0
1,2024,11,Ground Water,,Ground Water,0.5487808818,0.1630811084,0,0
1,2024,11,CHEVAL WEST,,Non-Point Source,0.0626810991,0.0057205457,1.0381975109,0.2548907275
1,2024,11,CLEARWATER,,Non-Point Source,3.717507734,0.9272710341,158.22466156,30.088735746
1,2024,11,Conservation,,Non-Point Source,1.8011199592,0.205905021,20.798681911,5.9819277541
1,2024,11,FDACS (Agriculture),,Non-Point Source,2.4408852541,0.1589250087,22.818800719,3.6935601994
1,2024,11,HERITAGE HARBOR,,Non-Point Source,0.0589608201,0.0058427437,1.3526532738,0.2776647506
1,2024,11,HILLSBOROUGH,,Non-Point Source,14.484759559,2.7163566483,426.94981891,83.77541784
1,2024,11,LARGO,,Non-Point Source,1.6080443406,0.3440091068,59.545269584,11.042132348
1,2024,11,MSGP COT,,Non-Point Source,0.9721291233,0.1639027945,24.467343616,7.8775096989
1,2024,11,MSGP PINELLAS,,Non-Point Source,1.319808859,0.2379706686,45.71654304,10.929125344
1,2024,11,MacDill AFB,,Non-Point Source,0.1031885221,0.0175787778,1.6900299695,0.6481156147
1,2024,11,None,,Non-Point Source,0.0056156554,0.0002697055,0.0735219313,0.0167726555
1,2024,11,OLDSMAR,,Non-Point Source,1.5017055469,0.3068970571,46.823208974,8.8625516691
1,2024,11,PALM BAY,,Non-Point Source,0.0129536568,0.0029368452,0.4655960052,0.0803709127
1,2024,11,PARK PLACE,,Non-Point Source,0.1628336994,0.0341867358,4.5437511295,0.8997113238
1,2024,11,PASCO,,Non-Point Source,0.1832040674,0.0170806923,3.4497190629,0.780962238
1,2024,11,PINELLAS,,Non-Point Source,5.4195360034,1.266561077,183.72059194,35.366585406
1,2024,11,PINELLAS PARK,,Non-Point Source,1.1700434205,0.2470469716,52.230841859,8.2792967633
1,2024,11,SAFETY HARBOR,,Non-Point Source,1.5139417293,0.3374540971,46.253219323,8.826632639
1,2024,11,ST PETERSBURG,,Non-Point Source,1.024509575,0.2165866214,41.214711676,7.6129046695
1,2024,11,STONEBRIAR,,Non-Point Source,0.052700125,0.0051365883,1.1362272054,0.2402454875
1,2024,11,TARPON SPRINGS,,Non-Point Source,0.0385384436,0.0117532444,1.160924917,0.2533930707
1,2024,11,Tampa,,Non-Point Source,5.8999235926,1.2831994985,239.3162844,44.96769669
1,2024,11,WESTCHASE,,Non-Point Source,0.3849500467,0.0778377223,10.146310028,2.1278887535
1,2024,11,WESTCHASE EAST,,Non-Point Source,0.4727268104,0.0977284862,13.444788826,2.7220406721
1,2024,11,Clearwater,City of Clearwater East AWWTF,PS - Domestic - REUSE,0.0481296188,0.0015021729,0.0037253887,0.0068198648
1,2024,11,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - REUSE,0.0558019668,0.0030206193,0.008346448,0.0170903459
1,2024,11,Largo,City of Largo,PS - Domestic - REUSE,0.1128469816,0,0.0112099651,0.0373665502
1,2024,11,Oldsmar,City of Oldsmar WRF,PS - Domestic - REUSE,0.0418028422,0.0016419375,0.004437669,0.0146443078
1,2024,11,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - REUSE,0.5767938243,0.0232265969,0.0193554975,0.0412917279
1,2024,11,Pinellas Co.,On Top Of The World WWTP,PS - Domestic - REUSE,0.1404531635,0.0005232569,0.0026438243,0.0125306254
1,2024,11,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.4389758725,0.0119929076,0.0341818436,0.0541837761
1,2024,11,Hillsborough Co.,Van Dyke WWTP,PS - Domestic - REUSE,0.1251798209,0.0170909719,0.004927127,0.0111630222
1,2024,11,Pinellas Co.,William E. Dunn WRF (Pinellas NW),PS - Domestic - REUSE,0.0600431015,0.0048100827,0.0165864921,0.0331729843
1,2024,11,Clearwater,City of Clearwater East AWWTF,PS - Domestic - SW,0.6851786013,0.1283105995,0.3182102868,0.5825301217
1,2024,11,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - SW,0.537515008,0.174577524,0.4823852636,0.987741254
1,2024,11,Largo,City of Largo,PS - Domestic - SW,1.1908475444,0,0.2365922274,0.7886407579
1,2024,11,Oldsmar,City of Oldsmar WRF,PS - Domestic - SW,0.0113789595,0.0036665536,0.0126432883,0.0252865767
1,2024,11,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - SW,0.7548456237,0.1823788084,0.1519823403,0.3242289927
1,2024,11,Duke Energy,Duke Energy-Bartow Plant,PS - Industrial,0.3141043476,0,0.261753623,1.4781381062
1,2024,12,Atmospheric Deposition,,Atmospheric Deposition,2.4458001651,0.0491703945,0,0
1,2024,12,Ground Water,,Ground Water,0.5487808818,0.1630811084,0,0
1,2024,12,CHEVAL WEST,,Non-Point Source,0.0098710113,0.0009159808,0.1957498478,0.0479768943
1,2024,12,CLEARWATER,,Non-Point Source,0.8117988776,0.2025731099,34.566012064,6.5732332277
1,2024,12,Conservation,,Non-Point Source,0.3897990704,0.0449357412,4.5446930206,1.3061409425
1,2024,12,FDACS (Agriculture),,Non-Point Source,0.5114810563,0.0334837503,4.9125084686,0.7919184275
1,2024,12,HERITAGE HARBOR,,Non-Point Source,0.0092851423,0.0009355473,0.2550397874,0.0522635426
1,2024,12,HILLSBOROUGH,,Non-Point Source,2.9048465328,0.5635158088,89.652311979,17.550444864
1,2024,12,LARGO,,Non-Point Source,0.3511515467,0.0751527784,13.008354618,2.4122818542
1,2024,12,MSGP COT,,Non-Point Source,0.2122855923,0.0358064661,5.3451749323,1.72093334
1,2024,12,MSGP PINELLAS,,Non-Point Source,0.2882090441,0.051987452,9.9873089484,2.3875941638
1,2024,12,MacDill AFB,,Non-Point Source,0.0225334639,0.0038402879,0.3692066441,0.1415883715
1,2024,12,None,,Non-Point Source,0.0012263008,0.0000589203,0.0160617184,0.0036641811
1,2024,12,OLDSMAR,,Non-Point Source,0.3279194242,0.0670499419,10.229693279,1.9362533059
1,2024,12,PALM BAY,,Non-Point Source,0.0028287134,0.0006415879,0.1017148463,0.0175579579
1,2024,12,PARK PLACE,,Non-Point Source,0.035558289,0.0074684889,0.9926351228,0.1965523716
1,2024,12,PASCO,,Non-Point Source,0.0288509526,0.0027349815,0.6504369105,0.1469968842
1,2024,12,PINELLAS,,Non-Point Source,1.1758015658,0.2803291384,40.66789686,7.8199080924
1,2024,12,PINELLAS PARK,,Non-Point Source,0.2555044948,0.0539702757,11.410433064,1.8087083833
1,2024,12,SAFETY HARBOR,,Non-Point Source,0.3306021895,0.0737207606,10.104552106,1.9282802521
1,2024,12,ST PETERSBURG,,Non-Point Source,0.2237240061,0.047315859,9.0038316845,1.663127303
1,2024,12,STONEBRIAR,,Non-Point Source,0.0082992088,0.0008224768,0.2142331302,0.045220289
1,2024,12,TARPON SPRINGS,,Non-Point Source,0.008114472,0.0027038573,0.2741854637,0.0590703661
1,2024,12,Tampa,,Non-Point Source,1.2882772993,0.2803067288,52.277571398,9.8230110767
1,2024,12,WESTCHASE,,Non-Point Source,0.0840622369,0.017004553,2.2165790806,0.4648619728
1,2024,12,WESTCHASE EAST,,Non-Point Source,0.1032302073,0.021349921,2.9371700225,0.5946613491
1,2024,12,Clearwater,City of Clearwater East AWWTF,PS - Domestic - REUSE,0.0325971513,0.0005659228,0.0019241374,0.0042331023
1,2024,12,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - REUSE,0.0976362294,0.0061572397,0.0083562539,0.0166245472
1,2024,12,Largo,City of Largo,PS - Domestic - REUSE,0.1014715689,0.0069980392,0.0104970588,0.0349901962
1,2024,12,Oldsmar,City of Oldsmar WRF,PS - Domestic - REUSE,0.0455114442,0.0017876045,0.0048313635,0.0101458634
1,2024,12,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - REUSE,0.6347127156,0.0124839975,0.0203686275,0.0604488301
1,2024,12,Pinellas Co.,On Top Of The World WWTP,PS - Domestic - REUSE,0.13029159,0.0002199014,0.0025013786,0.0151182225
1,2024,12,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.4704410531,0.0103091958,0.0403218483,0.0546448297
1,2024,12,Hillsborough Co.,Van Dyke WWTP,PS - Domestic - REUSE,0.0830063175,0.0089254105,0.0043883268,0.0087766536
1,2024,12,Pinellas Co.,William E. Dunn WRF (Pinellas NW),PS - Domestic - REUSE,0.0448676504,0.003341208,0.0159105143,0.0318210287
1,2024,12,Clearwater,City of Clearwater East AWWTF,PS - Domestic - SW,0.4967184964,0.05174151,0.1759211341,0.3870264951
1,2024,12,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - SW,0.7992769764,0.3024291262,0.4104395284,0.8165586407
1,2024,12,Largo,City of Largo,PS - Domestic - SW,1.0578551728,0.1459110583,0.2188665875,0.7295552916
1,2024,12,Oldsmar,City of Oldsmar WRF,PS - Domestic - SW,0,0,0,0
1,2024,12,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - SW,0.7597309403,0.0896576886,0.1462835972,0.4341319659
1,2024,12,Duke Energy,Duke Energy-Bartow Plant,PS - Industrial,0,0,0,0
2,2022,1,Atmospheric Deposition,,Atmospheric Deposition,1.3396900081,0.0255815936,0,0
2,2022,1,Ground Water,,Ground Water,1.7256819188,0.2053736832,0,0
2,2022,1,CSX,CSX Newport,Material Losses,0.0504270833,0,0,0
2,2022,1,CSX,CSX Rockport,Material Losses,0.0460771667,0,0,0
2,2022,1,Kinder Morgan,Kinder Morgan Port Sutton,Material Losses,0.0175665,0,0,0
2,2022,1,Kinder Morgan,Kinder Morgan Tampaplex,Material Losses,0.00481475,0,0,0
