year,month,bayseg,basin,entity,CLUCSID,tnloadtons,tploadtons,tssloadtons,bodloadtons
2023,9,2,02301500,HILLSBOROUGH,1,5.5024375793,2.5831668058,69.046889939,13.559588834
2023,9,2,02301500,HILLSBOROUGH,2,1.2265991218,0.534159685,26.552181176,4.326468512
2023,9,2,02301500,HILLSBOROUGH,3,0.2552049801,0.1291156927,10.430780629,1.4377767937
2023,9,2,02301500,HILLSBOROUGH,4,0.2077430245,0.0852238099,11.738914,1.9540291987
2023,9,2,02301500,HILLSBOROUGH,5,0.044512436,0.0207392724,3.3975340658,0.2777927929
2023,9,2,02301500,HILLSBOROUGH,6,3.2241924183,1.1689563082,181.78503315,27.923216821
2023,9,2,02301500,HILLSBOROUGH,7,0.4103951426,0.1487923932,9.2554128623,3.0359040583
2023,9,2,02301500,HILLSBOROUGH,9,0.0597965381,0.0013813541,0.7057123578,0.0744130959
2023,9,2,02301500,HILLSBOROUGH,15,0.4463386037,0.1678150416,6.7491940675,1.5658773125
2023,9,2,02301500,HILLSBOROUGH,16,0,0,0,0
2023,9,2,02301500,HILLSBOROUGH,18,2.3547544885,0.8686984501,22.297505353,8.0709280373
2023,9,2,02301500,HILLSBOROUGH,20,0.6746481682,0.24888724,6.3881888198,2.3123988452
2023,9,2,02301500,Lakeland,1,0.0132522178,0.006221368,0.1662943763,0.0326572764
2023,9,2,02301500,Lakeland,2,0.0542259326,0.0236143224,1.1738283201,0.1912660671
2023,9,2,02301500,Lakeland,3,0.3182339373,0.1610038928,13.00691071,1.7928700681
2023,9,2,02301500,Lakeland,4,0.1128283228,0.0462863172,6.3755785845,1.0612622865
2023,9,2,02301500,Lakeland,5,0.2383801974,0.1110663063,18.195024009,1.4876809001
2023,9,2,02301500,Lakeland,6,0.1348612111,0.0488949923,7.6036869208,1.1679696334
2023,9,2,02301500,Lakeland,7,0.384328341,0.1393416435,8.6675428196,2.8430745136
2023,9,2,02301500,Lakeland,9,0.0035340545,0.0000816399,0.041708534,0.0043979124
2023,9,2,02301500,Lakeland,15,0.0364618243,0.0137089701,0.5513480719,0.1279180045
2023,9,2,02301500,Lakeland,16,0,0,0,0
2023,9,2,02301500,Lakeland,18,0.2317495698,0.0854953215,2.1944696564,0.7943223422
2023,9,2,02301500,Lakeland,20,0.2102001838,0.0775458173,1.9903685019,0.7204742933
2023,9,2,02301500,Mulberry,1,0.0012971176,0.000608943,0.0162767742,0.0031964708
2023,9,2,02301500,Mulberry,2,0.1280732598,0.0557733744,2.7724008083,0.4517408465
2023,9,2,02301500,Mulberry,3,0.0160131754,0.0081015356,0.6544931816,0.0902152141
2023,9,2,02301500,Mulberry,4,0.048047146,0.019710702,2.7149952041,0.4519310647
2023,9,2,02301500,Mulberry,5,0.0604330873,0.0281570359,4.6127215508,0.3771502442
2023,9,2,02301500,Mulberry,6,0.0386067155,0.0139971682,2.176707263,0.3343546375
2023,9,2,02301500,Mulberry,7,0.0290243809,0.0105230463,0.6545706822,0.2147082815
2023,9,2,02301500,Mulberry,15,0.0014444976,0.0005431043,0.0218425973,0.0050676906
2023,9,2,02301500,Mulberry,16,0,0,0,0
2023,9,2,02301500,Mulberry,18,0.0210889764,0.0077799877,0.1996945182,0.0722825294
2023,9,2,02301500,Mulberry,20,0.0255945454,0.0094421894,0.2423526758,0.0877269072
2023,9,2,02301500,POLK,1,1.6158337669,0.7585671059,20.276158458,3.9818791556
2023,9,2,02301500,POLK,2,3.488170306,1.5190292565,75.508394134,12.303497308
2023,9,2,02301500,POLK,3,0.502177002,0.2540660901,20.525062413,2.8291706514
2023,9,2,02301500,POLK,4,0.2536888068,0.1040724554,14.335167656,2.3861948532
2023,9,2,02301500,POLK,5,0.2618047023,0.1219802718,19.982963755,1.6338683307
2023,9,2,02301500,POLK,6,2.5339857272,0.9187164463,142.87009572,21.945660712
2023,9,2,02301500,POLK,7,0.4408574189,0.1598367612,9.9424115985,3.2612491922
2023,9,2,02301500,POLK,9,0.0040725227,0.000094079,0.0480634781,0.0050680028
2023,9,2,02301500,POLK,15,0.0855500695,0.0321652404,1.2936233092,0.30013293
2023,9,2,02301500,POLK,16,0,0,0,0
2023,9,2,02301500,POLK,18,1.0046123209,0.370614079,9.5128170306,3.443311728
2023,9,2,02301500,POLK,20,0.5645620192,0.2082749044,5.3457919974,1.9350716752
2023,10,2,02301500,ALAFIA PRESERVE,1,6.1175944E-6,1.5285315E-6,0.0000804327,0.0000104985
2023,10,2,02301500,ALAFIA PRESERVE,6,0.0064473861,0.001244106,0.3808763074,0.0388850756
2023,10,2,02301500,ALAFIA PRESERVE,7,6.7193289E-6,1.2965844E-6,0.0001587752,0.0000346152
2023,10,2,02301500,ALAFIA PRESERVE,8,0.0001987277,2.4331388E-6,0.0024577971,0.0001722658
2023,10,2,02301500,ALAFIA PRESERVE,15,0.0052220056,0.0010449612,0.0827347401,0.0127580819
2023,10,2,02301500,ALAFIA PRESERVE,16,0,0,0,0
2023,10,2,02301500,ALAFIA PRESERVE,18,0.0058757186,0.0011536679,0.0582954605,0.0140247007
2023,10,2,02301500,ALAFIA PRESERVE,20,0.0035985929,0.0007065687,0.0357023029,0.0085895991
2023,10,2,02301500,FDACS (Agriculture),8,0.406704214,0.0049795163,5.0299805879,0.3525488833
2023,10,2,02301500,FDACS (Agriculture),10,2.6002828436,1.2019556909,11.720643492,3.6958841149
2023,10,2,02301500,FDACS (Agriculture),11,0.015770959,0.010670878,0.1196234107,0.0324145963
2023,10,2,02301500,FDACS (Agriculture),12,0.0479786541,0.0140465766,0.1698316626,0.0092134473
2023,10,2,02301500,FDACS (Agriculture),13,0.0377831599,0.0255569204,0.2861602016,0.0776288085
2023,10,2,02301500,FDACS (Agriculture),14,0.8032447317,0.2262624395,3.8481368788,1.0436052896
2023,10,2,02301500,CITY OF PLANT CITY,1,0.0104631256,0.0026142984,0.1375667712,0.0179559178
2023,10,2,02301500,CITY OF PLANT CITY,2,0.065242411,0.0151214993,1.4797578855,0.1602565069
2023,10,2,02301500,CITY OF PLANT CITY,3,0.0287952769,0.007753674,1.2331390017,0.1129739612
2023,10,2,02301500,CITY OF PLANT CITY,4,0.0436490951,0.0095302904,2.5842815302,0.2859134701
2023,10,2,02301500,CITY OF PLANT CITY,5,0.0629799541,0.0156174774,5.036721125,0.2737138192
2023,10,2,02301500,CITY OF PLANT CITY,6,0.0119579554,0.0023074412,0.7064106,0.0721200795
2023,10,2,02301500,CITY OF PLANT CITY,7,0.0108397707,0.0020916788,0.256139635,0.0558419657
2023,10,2,02301500,CITY OF PLANT CITY,9,0.0054160583,0.00006659,0.0669727475,0.0046936579
2023,10,2,02301500,CITY OF PLANT CITY,15,0.0123659759,0.0024745215,0.1959200892,0.0302117895
2023,10,2,02301500,CITY OF PLANT CITY,16,0,0,0,0
2023,10,2,02301500,CITY OF PLANT CITY,18,0.0313693394,0.0061592124,0.3112283313,0.0748751986
2023,10,2,02301500,CITY OF PLANT CITY,20,0.0411017334,0.0080701539,0.4077778615,0.0981070706
2023,10,2,02301500,Conserv,1,0.0100410116,0.0025088297,0.1320169131,0.017231522
2023,10,2,02301500,Conserv,2,0.0025116715,0.0005821403,0.0569670193,0.0061694792
2023,10,2,02301500,Conserv,3,0.0003346559,0.0000901124,0.0143314192,0.0013129722
2023,10,2,02301500,Conserv,6,0.2881504153,0.0556023272,17.022350512,1.7378749314
2023,10,2,02301500,Conserv,7,0.0044892583,0.0008662625,0.1060794563,0.0231267814
2023,10,2,02301500,Conserv,8,0.1641542121,0.0020098355,2.0302039465,0.1422960033
2023,10,2,02301500,Conserv,10,0.1288133583,0.0595427338,0.5806197021,0.1830874845
2023,10,2,02301500,Conserv,11,0.0005028269,0.0003402206,0.0038139642,0.0010334776
2023,10,2,02301500,Conserv,13,0.0003074675,0.0002079742,0.0023286823,0.000631719
2023,10,2,02301500,Conserv,14,0.0005417526,0.0001526039,0.0025953961,0.0007038651
2023,10,2,02301500,Conserv,15,0.045803973,0.0091657071,0.7256943189,0.1119054412
2023,10,2,02301500,Conserv,16,0,0,0,0
2023,10,2,02301500,Conserv,18,0.4438580548,0.0871493017,4.4037013329,1.0594408626
2023,10,2,02301500,Conserv,20,0.0519300903,0.0101962566,0.5152079839,0.1239536297
2023,10,2,02301500,DONALDSON KNOLL,6,0.00240122,0.0004633463,0.1418509458,0.0144820895
2023,10,2,02301500,DONALDSON KNOLL,7,0.0000910842,0.0000175759,0.0021522857,0.0004692279
2023,10,2,02301500,DONALDSON KNOLL,16,0,0,0,0
2023,10,2,02301500,DONALDSON KNOLL,18,0.0004976866,0.0000977183,0.0049377572,0.0011879238
2023,10,2,02301500,EAGLE RIDGE,1,0.0002528606,0.0000631793,0.0033245526,0.0004339376
2023,10,2,02301500,EAGLE RIDGE,6,0.0185537878,0.0035801919,1.0960563058,0.1119004556
2023,10,2,02301500,EAGLE RIDGE,7,0.000013812,2.6652014E-6,0.0003263712,0.0000711534
2023,10,2,02301500,EAGLE RIDGE,10,0.0212158649,0.0098068291,0.0956294385,0.0301549418
2023,10,2,02301500,EAGLE RIDGE,15,0.0005817243,0.0001164072,0.0092165366,0.0014212328
2023,10,2,02301500,EAGLE RIDGE,16,0,0,0,0
2023,10,2,02301500,EAGLE RIDGE,18,0.0043615447,0.0008563674,0.0432727084,0.0104105324
2023,10,2,02301500,EAGLE RIDGE,20,0.0030902704,0.0006067617,0.030659141,0.0073762673
2023,10,2,02301500,HILLSBOROUGH,1,1.557068479,0.3890464282,20.471978545,2.6721072271
2023,10,2,02301500,HILLSBOROUGH,2,0.3471004989,0.0804488959,7.8725585444,0.8525913227
2023,10,2,02301500,HILLSBOROUGH,3,0.0722173808,0.0194458983,3.0926623549,0.2833340899
2023,10,2,02301500,HILLSBOROUGH,4,0.0587866942,0.0128354153,3.4805158605,0.3850688696
2023,10,2,02301500,HILLSBOROUGH,5,0.0125960377,0.0031235071,1.0073479713,0.0547429674
2023,10,2,02301500,HILLSBOROUGH,6,0.912375345,0.1760545527,53.898145183,5.5026616506
2023,10,2,02301500,HILLSBOROUGH,7,0.1161327741,0.0224093732,2.7441730353,0.5982674899
2023,10,2,02301500,HILLSBOROUGH,9,0.0169211015,0.0002080434,0.2092393772,0.0146641446
2023,10,2,02301500,HILLSBOROUGH,15,0.1263039809,0.0252743425,2.0010945644,0.3085780944
2023,10,2,02301500,HILLSBOROUGH,16,0,0,0,0
2023,10,2,02301500,HILLSBOROUGH,18,0.6663435863,0.1308332193,6.6110733096,1.5904896087
2023,10,2,02301500,HILLSBOROUGH,20,0.1909105523,0.0374844906,1.894058727,0.4556906365
2023,10,2,02301500,Lakeland,1,0.0037500854,0.0009369898,0.0493052606,0.0064355745
2023,10,2,02301500,Lakeland,2,0.015344743,0.0035565136,0.3480328832,0.0376916621
2023,10,2,02301500,Lakeland,3,0.0900531856,0.0242485268,3.8564690927,0.3533102017
2023,10,2,02301500,Lakeland,4,0.0319279269,0.0069711048,1.8903198697,0.2091366236
2023,10,2,02301500,Lakeland,5,0.0674563384,0.0167275105,5.3947128026,0.2931683942
2023,10,2,02301500,Lakeland,6,0.0381627484,0.0073639929,2.2544464442,0.2301648034
2023,10,2,02301500,Lakeland,7,0.1087564442,0.0209860117,2.5698731804,0.5602677226
2023,10,2,02301500,Lakeland,9,0.0010000595,0.0000122956,0.012366324,0.0008666703
2023,10,2,02301500,Lakeland,15,0.0103178921,0.002064685,0.163471315,0.0252080375
2023,10,2,02301500,Lakeland,16,0,0,0,0
2023,10,2,02301500,Lakeland,18,0.065580017,0.0128763072,0.6506467672,0.1565323623
2023,10,2,02301500,Lakeland,20,0.0594820161,0.0116790457,0.5901320292,0.1419795681
2023,10,2,02301500,Mulberry,1,0.0003670557,0.0000917119,0.0048259635,0.0006299094
2023,10,2,02301500,Mulberry,2,0.0362419079,0.0083999346,0.8219998021,0.0890218719
2023,10,2,02301500,Mulberry,3,0.0045313755,0.0012201587,0.1940532062,0.0177781737
2023,10,2,02301500,Mulberry,4,0.0135962826,0.0029685958,0.8049793932,0.0890593571
2023,10,2,02301500,Mulberry,5,0.0171012309,0.004240684,1.3676435927,0.0743227472
2023,10,2,02301500,Mulberry,6,0.010924849,0.0021080901,0.6453803267,0.0658892725
2023,10,2,02301500,Mulberry,7,0.0082132597,0.0015848584,0.1940761847,0.0423112793
2023,10,2,02301500,Mulberry,15,0.000408761,0.000081796,0.0064761959,0.0009986595
2023,10,2,02301500,Mulberry,16,0,0,0,0
2023,10,2,02301500,Mulberry,18,0.0059677152,0.0011717309,0.0592081974,0.0142442866
2023,10,2,02301500,Mulberry,20,0.0072426919,0.0014220723,0.071856079,0.0172878179
2023,10,2,02301500,POLK,1,0.4572453189,0.1142465219,6.0117563772,0.7846851553
2023,10,2,02301500,POLK,2,0.9870752652,0.2287784534,22.38777483,2.4245767685
2023,10,2,02301500,POLK,3,0.1421050161,0.0382644685,6.0855548705,0.5575277715
2023,10,2,02301500,POLK,4,0.0717883372,0.0156741783,4.2502891146,0.4702331753
2023,10,2,02301500,POLK,5,0.0740849567,0.0183712445,5.9248259496,0.3219766785
2023,10,2,02301500,POLK,6,0.7170620739,0.138366346,42.360105384,4.3247003513
2023,10,2,02301500,POLK,7,0.1247529265,0.024072747,2.9478639387,0.6426749102
2023,10,2,02301500,POLK,9,0.0011524341,0.0000141691,0.0142505259,0.0009987211
2023,10,2,02301500,POLK,15,0.0242087829,0.004844353,0.3835513613,0.0591454049
2023,10,2,02301500,POLK,16,0,0,0,0
2023,10,2,02301500,POLK,18,0.2842831301,0.055817566,2.8204917894,0.6785528873
2023,10,2,02301500,POLK,20,0.1597586,0.0313679347,1.5849944751,0.3813330236
2023,11,2,02301500,ALAFIA PRESERVE,1,4.33272E-6,5.5804815E-7,0.0000532747,6.0704343E-6
2023,11,2,02301500,ALAFIA PRESERVE,6,0.0045662914,0.0004542079,0.2522738644,0.0224841184
2023,11,2,02301500,ALAFIA PRESERVE,7,4.7588919E-6,4.7336712E-7,0.0001051649,0.0000200152
2023,11,2,02301500,ALAFIA PRESERVE,8,0.0001205245,7.6067856E-7,0.0013940275,0.0000852961
2023,11,2,02301500,ALAFIA PRESERVE,15,0.0032947232,0.0003398593,0.0488177627,0.0065717338
2023,11,2,02301500,ALAFIA PRESERVE,16,0,0,0,0
2023,11,2,02301500,ALAFIA PRESERVE,18,0.0041507328,0.0004201089,0.038512959,0.0080885442
2023,11,2,02301500,ALAFIA PRESERVE,20,0.0025215627,0.0002552165,0.0233960015,0.0049138616
2023,11,2,02301500,FDACS (Agriculture),8,0.2869251617,0.0018109,3.3186742868,0.2030590163
2023,11,2,02301500,FDACS (Agriculture),10,1.8464334177,0.4399657329,7.7834631904,2.1426161713
2023,11,2,02301500,FDACS (Agriculture),11,0.0111783013,0.0038988381,0.0792943511,0.0187573421
2023,11,2,02301500,FDACS (Agriculture),12,0.0339803623,0.0051282332,0.1124881989,0.0053273971
2023,11,2,02301500,FDACS (Agriculture),13,0.0267608088,0.0093309704,0.1895477136,0.0448886816
2023,11,2,02301500,FDACS (Agriculture),14,0.5688893833,0.0826056479,2.5488179291,0.6034331806
2023,11,2,02301500,CITY OF PLANT CITY,1,0.0074912729,0.0009648653,0.0921119718,0.0104957809
2023,11,2,02301500,CITY OF PLANT CITY,2,0.046717831,0.005581679,0.990949884,0.0936874274
2023,11,2,02301500,CITY OF PLANT CITY,3,0.0206271289,0.0028631387,0.8261100684,0.0660706914
2023,11,2,02301500,CITY OF PLANT CITY,4,0.0310056677,0.0034897098,1.7167775513,0.1658110357
2023,11,2,02301500,CITY OF PLANT CITY,5,0.0446222882,0.0057039764,3.3373807843,0.1583285351
2023,11,2,02301500,CITY OF PLANT CITY,6,0.0084690924,0.0008424186,0.467891881,0.0417012537
2023,11,2,02301500,CITY OF PLANT CITY,7,0.0077731212,0.0007731926,0.1717752105,0.0326925663
2023,11,2,02301500,CITY OF PLANT CITY,9,0.0038408598,0.0000243428,0.0444172439,0.0027174999
2023,11,2,02301500,CITY OF PLANT CITY,15,0.0089440507,0.000922602,0.1325235875,0.0178400176
2023,11,2,02301500,CITY OF PLANT CITY,16,0,0,0,0
2023,11,2,02301500,CITY OF PLANT CITY,18,0.0222340849,0.0022503828,0.2063010176,0.0433276213
2023,11,2,02301500,CITY OF PLANT CITY,20,0.0292215608,0.0029576203,0.2711285641,0.0569451251
2023,11,2,02301500,Conserv,1,0.0070493354,0.0009079443,0.0866779515,0.0098765966
2023,11,2,02301500,Conserv,2,0.0018159238,0.0002169601,0.0385182582,0.0036416337
2023,11,2,02301500,Conserv,3,0.0002382134,0.0000330651,0.0095403737,0.0007630207
2023,11,2,02301500,Conserv,6,0.2040794114,0.0202997293,11.274773623,1.0048735934
2023,11,2,02301500,Conserv,7,0.0031926877,0.0003175767,0.0705539758,0.0134279593
2023,11,2,02301500,Conserv,8,0.1173989548,0.000740952,1.3578763551,0.0830840912
2023,11,2,02301500,Conserv,10,0.0882426262,0.0210263372,0.3719783373,0.1023974523
2023,11,2,02301500,Conserv,11,0.0003474429,0.0001211833,0.0024646192,0.0005830139
2023,11,2,02301500,Conserv,13,0.0002164387,0.0000754679,0.0015330424,0.000363055
2023,11,2,02301500,Conserv,14,0.0003836904,0.0000557138,0.0017190637,0.0004069887
2023,11,2,02301500,Conserv,15,0.0324009298,0.00334224,0.4800830857,0.06462767
2023,11,2,02301500,Conserv,16,0,0,0,0
2023,11,2,02301500,Conserv,18,0.3146118747,0.0318428734,2.9191554355,0.6130850085
2023,11,2,02301500,Conserv,20,0.0366910265,0.0037136321,0.3404330594,0.0715011464
2023,11,2,02301500,DONALDSON KNOLL,6,0.0017006381,0.0001691621,0.0939551387,0.00837383
2023,11,2,02301500,DONALDSON KNOLL,7,0.0000631875,6.2852634E-6,0.0013963564,0.0002657571
2023,11,2,02301500,DONALDSON KNOLL,16,0,0,0,0
2023,11,2,02301500,DONALDSON KNOLL,18,0.0003503449,0.0000354595,0.0032507078,0.0006827181
2023,11,2,02301500,EAGLE RIDGE,1,0.0001704203,0.0000219499,0.0020954719,0.0002387704
2023,11,2,02301500,EAGLE RIDGE,6,0.0131405193,0.0013070843,0.7259741666,0.0647030525
2023,11,2,02301500,EAGLE RIDGE,7,9.5177838E-6,9.4673423E-7,0.0002103298,0.0000400304
2023,11,2,02301500,EAGLE RIDGE,10,0.0132007478,0.0031454569,0.0556464878,0.0153182538
2023,11,2,02301500,EAGLE RIDGE,15,0.0003930189,0.0000405409,0.0058233427,0.0007839249
2023,11,2,02301500,EAGLE RIDGE,16,0,0,0,0
2023,11,2,02301500,EAGLE RIDGE,18,0.0030494962,0.0003086493,0.0282950329,0.0059425614
2023,11,2,02301500,EAGLE RIDGE,20,0.0021531252,0.0002179256,0.0199775007,0.0041958739
2023,11,2,02301500,HILLSBOROUGH,1,1.1033386989,0.1421084504,13.56654671,1.5458522828
2023,11,2,02301500,HILLSBOROUGH,2,0.2461987076,0.029414939,5.2222154888,0.4937241958
2023,11,2,02301500,HILLSBOROUGH,3,0.0503839373,0.0069935183,2.017860952,0.1613846305
2023,11,2,02301500,HILLSBOROUGH,4,0.0412716329,0.0046451514,2.2852019686,0.2207110087
2023,11,2,02301500,HILLSBOROUGH,5,0.0089239932,0.0011407359,0.6674414182,0.031664059
2023,11,2,02301500,HILLSBOROUGH,6,0.6461799585,0.0642753628,35.699499033,3.1817475965
2023,11,2,02301500,HILLSBOROUGH,7,0.0819764078,0.0081541956,1.8115650553,0.3447803126
2023,11,2,02301500,HILLSBOROUGH,9,0.0119908819,0.0000759965,0.1386673679,0.0084838348
2023,11,2,02301500,HILLSBOROUGH,15,0.0898682978,0.0092701482,1.3315744322,0.1792534576
2023,11,2,02301500,HILLSBOROUGH,16,0,0,0,0
2023,11,2,02301500,HILLSBOROUGH,18,0.4721816388,0.0477910128,4.3811810947,0.9201416328
2023,11,2,02301500,HILLSBOROUGH,20,0.1351312235,0.013677122,1.2537980045,0.2633351616
2023,11,2,02301500,Lakeland,1,0.0027613869,0.0003556627,0.0339537479,0.0038688901
2023,11,2,02301500,Lakeland,2,0.0108821601,0.0013001615,0.2308256847,0.0218229649
2023,11,2,02301500,Lakeland,3,0.0642759703,0.0089217953,2.5742325348,0.2058821576
2023,11,2,02301500,Lakeland,4,0.0229100261,0.0025785396,1.2685235124,0.1225174439
2023,11,2,02301500,Lakeland,5,0.0478263131,0.0061135403,3.5770155408,0.169697037
2023,11,2,02301500,Lakeland,6,0.0270283533,0.0026885037,1.4932352195,0.1330858331
2023,11,2,02301500,Lakeland,7,0.0772177803,0.0076808548,1.7064059787,0.3247662484
2023,11,2,02301500,Lakeland,9,0.0007119063,4.5119633E-6,0.0082327701,0.0005036907
2023,11,2,02301500,Lakeland,15,0.0075421664,0.000777994,0.111751932,0.0150437855
2023,11,2,02301500,Lakeland,16,0,0,0,0
2023,11,2,02301500,Lakeland,18,0.04652431,0.0047088741,0.4316801223,0.0906620484
2023,11,2,02301500,Lakeland,20,0.04231098,0.004282448,0.3925770888,0.0824529555
2023,11,2,02301500,Mulberry,1,0.0002614074,0.0000336689,0.0032142408,0.0003662495
2023,11,2,02301500,Mulberry,2,0.025656615,0.0030653604,0.54421233,0.0514514952
2023,11,2,02301500,Mulberry,3,0.0032009182,0.0004443019,0.1281957754,0.0102528511
2023,11,2,02301500,Mulberry,4,0.0094644474,0.0010652302,0.5240445357,0.0506136436
2023,11,2,02301500,Mulberry,5,0.0120805756,0.0015442354,0.9035278681,0.0428642259
2023,11,2,02301500,Mulberry,6,0.007737406,0.0007696379,0.4274684086,0.0380984781
2023,11,2,02301500,Mulberry,7,0.0057772948,0.0005746677,0.1276702119,0.0242984239
2023,11,2,02301500,Mulberry,15,0.0002882245,0.0000297311,0.0042706089,0.0005748994
2023,11,2,02301500,Mulberry,16,0,0,0,0
2023,11,2,02301500,Mulberry,18,0.0042009347,0.00042519,0.0389787616,0.0081863727
2023,11,2,02301500,Mulberry,20,0.0051423765,0.0005204786,0.0477128913,0.0100211373
2023,11,2,02301500,POLK,1,0.3231588088,0.0416223936,3.9735296863,0.4527673894
2023,11,2,02301500,POLK,2,0.6981650529,0.0834142578,14.809047491,1.4000925621
2023,11,2,02301500,POLK,3,0.100684081,0.0139754056,4.0323659936,0.3225008618
2023,11,2,02301500,POLK,4,0.050982761,0.0057381457,2.8229051669,0.2726438431
2023,11,2,02301500,POLK,5,0.0524295588,0.0067019639,3.9213005261,0.1860302458
2023,11,2,02301500,POLK,6,0.5078514491,0.0505158597,28.057264977,2.5006271187
2023,11,2,02301500,POLK,7,0.0883673353,0.0087899014,1.9527956993,0.3716595822
2023,11,2,02301500,POLK,9,0.0008008838,5.07589E-6,0.009261741,0.0005666443
2023,11,2,02301500,POLK,15,0.016772687,0.0017301462,0.2485201313,0.0334552029
2023,11,2,02301500,POLK,16,0,0,0,0
2023,11,2,02301500,POLK,18,0.2008224081,0.0203258778,1.8633493242,0.3913431681
2023,11,2,02301500,POLK,20,0.1130685569,0.0114440794,1.0490923366,0.2203408356
2023,12,2,02301500,ALAFIA PRESERVE,1,4.9406828E-6,7.7540919E-7,0.0000596966,7.2996517E-6
2023,12,2,02301500,ALAFIA PRESERVE,6,0.0052070287,0.0006311229,0.2826834874,0.0270369835
2023,12,2,02301500,ALAFIA PRESERVE,7,5.4266547E-6,6.5774469E-7,0.0001178417,0.0000240681
2023,12,2,02301500,ALAFIA PRESERVE,8,0.0001374364,1.0569646E-6,0.0015620665,0.0001025679
2023,12,2,02301500,ALAFIA PRESERVE,15,0.0037570354,0.0004722352,0.0547023586,0.0079024606
2023,12,2,02301500,ALAFIA PRESERVE,16,0,0,0,0
2023,12,2,02301500,ALAFIA PRESERVE,18,0.0047331594,0.0005837423,0.0431553922,0.0097264137
2023,12,2,02301500,ALAFIA PRESERVE,20,0.0028753858,0.0003546239,0.0262162048,0.0059088816
2023,12,2,02301500,FDACS (Agriculture),8,0.3271862052,0.0025162496,3.718714276,0.244176942
2023,12,2,02301500,FDACS (Agriculture),10,2.1055230553,0.611333394,8.7216982389,2.5764798534
2023,12,2,02301500,FDACS (Agriculture),11,0.012746829,0.0054174444,0.0888526592,0.0225555629
2023,12,2,02301500,FDACS (Agriculture),12,0.0387484517,0.0071256918,0.1260477634,0.006406155
2023,12,2,02301500,FDACS (Agriculture),13,0.0305158579,0.0129654048,0.2123961943,0.0539783025
2023,12,2,02301500,FDACS (Agriculture),14,0.6487153563,0.114780737,2.8560578112,0.7256238675
2023,12,2,02301500,CITY OF PLANT CITY,1,0.0085424406,0.0013406825,0.103215343,0.0126210977
2023,12,2,02301500,CITY OF PLANT CITY,2,0.053273229,0.0077557557,1.1104010704,0.1126584278
2023,12,2,02301500,CITY OF PLANT CITY,3,0.0235215064,0.0039783378,0.9256911162,0.0794495101
2023,12,2,02301500,CITY OF PLANT CITY,4,0.0353563511,0.0048489597,1.9237215337,0.199386525
2023,12,2,02301500,CITY OF PLANT CITY,5,0.0508836418,0.0079256882,3.7396756941,0.1903888742
2023,12,2,02301500,CITY OF PLANT CITY,6,0.0096574667,0.0011705425,0.5242925539,0.0501454444
2023,12,2,02301500,CITY OF PLANT CITY,7,0.0088638376,0.0010743529,0.1924813562,0.0393125655
2023,12,2,02301500,CITY OF PLANT CITY,9,0.0043798053,0.0000338244,0.049771392,0.0032677732
2023,12,2,02301500,CITY OF PLANT CITY,15,0.0101990707,0.0012819577,0.1484982599,0.0214524871
2023,12,2,02301500,CITY OF PLANT CITY,16,0,0,0,0
2023,12,2,02301500,CITY OF PLANT CITY,18,0.0253539489,0.0031269121,0.2311689769,0.0521011392
2023,12,2,02301500,CITY OF PLANT CITY,20,0.0333219001,0.0041096202,0.3038109724,0.0684760853
2023,12,2,02301500,Conserv,1,0.0080384909,0.0012615907,0.0971262944,0.0118765332
2023,12,2,02301500,Conserv,2,0.0020707324,0.0003014665,0.0431613302,0.0043790372
2023,12,2,02301500,Conserv,3,0.0002716393,0.000045944,0.0106903905,0.0009175267
2023,12,2,02301500,Conserv,6,0.2327156245,0.0282065203,12.633858585,1.2083529488
2023,12,2,02301500,Conserv,7,0.0036406824,0.0004412736,0.0790587006,0.0161470202
2023,12,2,02301500,Conserv,8,0.1338722554,0.0010295545,1.5215576312,0.0999079956
2023,12,2,02301500,Conserv,10,0.1006247407,0.0292161437,0.4168173896,0.1231321673
2023,12,2,02301500,Conserv,11,0.0003961957,0.0001683845,0.0027617096,0.0007010698
2023,12,2,02301500,Conserv,13,0.0002468091,0.0001048629,0.0017178386,0.000436571
2023,12,2,02301500,Conserv,14,0.0004375295,0.0000774145,0.0019262832,0.0004894008
2023,12,2,02301500,Conserv,15,0.0369473949,0.0046440502,0.5379533121,0.0777142878
2023,12,2,02301500,Conserv,16,0,0,0,0
2023,12,2,02301500,Conserv,18,0.3587578892,0.0442457455,3.2710365807,0.737230118
2023,12,2,02301500,Conserv,20,0.0418394736,0.0051601003,0.3814695775,0.0859795916
2023,12,2,02301500,DONALDSON KNOLL,6,0.0019392699,0.0002350511,0.105280689,0.0100694677
2023,12,2,02301500,DONALDSON KNOLL,7,0.0000720539,8.7333879E-6,0.0015646762,0.0003195709
2023,12,2,02301500,DONALDSON KNOLL,16,0,0,0,0
2023,12,2,02301500,DONALDSON KNOLL,18,0.000399505,0.0000492711,0.003642555,0.0008209634
2023,12,2,02301500,EAGLE RIDGE,1,0.0001943335,0.0000304994,0.0023480645,0.0002871196
2023,12,2,02301500,EAGLE RIDGE,6,0.0149843835,0.0018161966,0.8134846219,0.0778049347
2023,12,2,02301500,EAGLE RIDGE,7,0.0000108533,1.3154894E-6,0.0002356834,0.0000481362
2023,12,2,02301500,EAGLE RIDGE,10,0.0150530632,0.0043706195,0.0623542327,0.0184200852
