Source,BaySeg,Basin,Fac Name,Year,Month,TNLoad (tons/mnth),TPLoad (tons/mnth),TSS Load (tons/mnth),BOD Load (tons/mnth),H2O Load (10e6m3/mnth),Entity
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2022,9,0.070476944,0.005638156,0.070476944,0.225526221,0.063935609,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2022,10,0.033906858,0.000497301,0.005199052,0.009041829,0.049215656,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2022,10,0.051974347,0.002969963,0.037124534,0.074249067,0.033678811,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2022,11,0.029104599,0.000426868,0.004462705,0.010089595,0.042245198,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2022,11,0.048570256,0.003885621,0.048570256,0.126282666,0.044062196,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2022,12,0.029589676,0.000433982,0.004537084,0.008679638,0.042949285,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2022,12,0.045868849,0.004077231,0.08154462,0.112123852,0.046235022,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2023,1,0.025525898,0.001679335,0.003731856,0.007463713,0.040625799,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2023,1,0.043074807,0.004307481,0.047860897,0.095721794,0.043418676,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2023,2,0.028569826,0.001879594,0.004176875,0.008771438,0.045470369,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2023,2,0.025061251,0.004048356,0.019277885,0.040483559,0.017488603,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2023,3,0.040257482,0.002648519,0.005885597,0.012359753,0.064071884,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2023,3,0,0,0,0,0,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2023,4,0.044695652,0.002940503,0.006534452,0.013068904,0.071135462,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2023,4,0,0,0,0,0,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2023,5,0.04910528,0.003230611,0.007179135,0.014358269,0.078153616,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2023,5,0,0,0,0,0,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2023,6,0.03865917,0.002543366,0.005651925,0.011303851,0.061528087,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2023,6,0,0,0,0,0,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2023,7,0.034285218,0.002255607,0.005012459,0.010024918,0.054566714,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2023,7,0,0,0,0,0,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2023,8,0.034860325,0.002293442,0.005096539,0.010193078,0.055482027,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2023,8,0.013970208,0.012107513,0.009313472,0.018626944,0.00844904,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2023,9,0.033007996,0.002171579,0.00482573,0.009651461,0.052533948,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2023,9,0,0,0,0,0,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2023,10,0.042248237,0.002779489,0.006176643,0.012353286,0.067240273,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2023,10,0,0,0,0,0,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2023,11,0.038145427,0.002509568,0.005576817,0.012268997,0.060710438,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2023,11,0,0,0,0,0,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2023,12,0.032604136,0.002145009,0.004766687,0.009533373,0.051891185,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2023,12,0.004553253,0.001252145,0.005691566,0.011383132,0.005163302,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2024,1,0.031985955,0.001256349,0.003395537,0.006791073,0.036964548,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2024,1,0.056074862,0.012534381,0.032985213,0.065970425,0.029923682,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2024,2,0.034025981,0.001336477,0.0036121,0.0072242,0.039322103,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2024,2,0.048790575,0.002710588,0.027105875,0.05421175,0.024590036,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2024,3,0.037652038,0.001478902,0.003997032,0.008393767,0.043512554,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2024,3,0.070536614,0.002408567,0.017204052,0.034408104,0.015607254,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2024,4,0.046401745,0.001822574,0.004925875,0.00985175,0.053624146,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2024,4,0.013219121,0.005047301,0.012017383,0.024034766,0.010901987,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2024,5,0.07372001,0.002895584,0.007825903,0.015651807,0.085194483,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2024,5,0.00291046,0.002716429,0.003233844,0.006467689,0.002933694,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2024,6,0.057722119,0.002267217,0.006127614,0.012255227,0.06670653,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2024,6,0,0,0,0,0,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2024,7,0.038931476,0.001529156,0.004132853,0.008265706,0.044991136,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2024,7,0.030010076,0.0050642,0.018756297,0.037512595,0.017015427,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2024,8,0.034727608,0.001364036,0.003686583,0.007373165,0.040132938,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2024,8,0.081492878,0.013038861,0.081492878,0.162985757,0.073929096,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2024,9,0.026650049,0.001046764,0.002829092,0.005658185,0.030798112,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2024,9,0.160231773,0.080115887,0.100144858,0.200289716,0.090849888,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2024,10,0.024796731,0.000973969,0.002632349,0.006054403,0.028656326,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2024,10,0.142935922,0.036283734,0.109950709,0.25288663,0.099745606,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2024,11,0.041802842,0.001641938,0.004437669,0.014644308,0.048309428,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2024,11,0.01137896,0.003666554,0.012643288,0.025286577,0.011469798,Oldsmar
PS - Domestic - REUSE,1,206-1,City of Oldsmar WRF,2024,12,0.045511444,0.001787605,0.004831364,0.010145863,0.052595271,Oldsmar
PS - Domestic - SW,1,206-1,City of Oldsmar WRF,2024,12,0,0,0,0,0,Oldsmar
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2022,1,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2022,1,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2022,2,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2022,2,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2022,3,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2022,3,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2022,4,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2022,4,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2022,5,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2022,5,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2022,6,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2022,6,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2022,7,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2022,7,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2022,8,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2022,8,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2022,9,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2022,9,0.350239116,0.034857922,0.102913864,0.497970307,0.150583689,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2022,10,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2022,10,0.157746929,0.024538411,0.065903161,0.140219492,0.063602492,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2022,11,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2022,11,0.145465414,0.016704162,0.069600676,0.139201353,0.063140672,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2022,12,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2022,12,0.154879156,0.003737031,0.041522562,0.083045124,0.037668635,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2023,1,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2023,1,0.044835312,0.003898723,0.017721467,0.035442934,0.016076645,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2023,2,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2023,2,0.040052435,0.001913768,0.013669773,0.027339546,0.01240101,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2023,3,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2023,3,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2023,4,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2023,4,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2023,5,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2023,5,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2023,6,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2023,6,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2023,7,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2023,7,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2023,8,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2023,8,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2023,9,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2023,9,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2023,10,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2023,10,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2023,11,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2023,11,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2023,12,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2023,12,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2024,1,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2024,1,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2024,2,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2024,2,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2024,3,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2024,3,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2024,4,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2024,4,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2024,5,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2024,5,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2024,6,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2024,6,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2024,7,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2024,7,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2024,8,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2024,8,0.317845509,0.021812927,0.103871081,0.207742163,0.094230261,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2024,9,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2024,9,0.29960212,0.099237295,0.09451171,0.18902342,0.085739582,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2024,10,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2024,10,0.931254046,0.111796587,0.121016924,0.230508427,0.104556865,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2024,11,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2024,11,0.005645666,0.000237844,0.001251811,0.002503622,0.001135624,Palmetto
PS - Domestic - REUSE,6,206-6,City of Palmetto WWTF,2024,12,0,0,0,0,0,Palmetto
PS - Domestic - SW,6,206-6,City of Palmetto WWTF,2024,12,0,0,0,0,0,Palmetto
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2022,1,0.13395877,0.045769246,0.012279554,0.022326462,0.121525353,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2022,2,0.131040548,0.039116582,0.009779145,0.02151412,0.106457899,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2022,3,0.114723863,0.057361932,0.01404782,0.04916737,0.12743968,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2022,4,0.115335331,0.061826932,0.011803323,0.022482521,0.122374799,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2022,5,0.119807467,0.066438686,0.010891588,0.021783176,0.118568189,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2022,6,0.093227853,0.049439013,0.010291386,0.024013235,0.109837515,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2022,7,0.08445107,0.046917261,0.010910991,0.021821982,0.118779415,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2022,8,0.138424062,0.048001892,0.012279554,0.02321952,0.121525353,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2022,9,0.118958322,0.053867919,0.016833725,0.039278691,0.122170387,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2022,10,0.143291386,0.046152133,0.014065412,0.021977206,0.119624319,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2022,11,0.127023738,0.04423148,0.02154867,0.02268281,0.123464998,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2022,12,0.09900738,0.055259933,0.020722475,0.023024972,0.125327421,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2023,1,0.069385365,0.065916097,0.013877073,0.023128455,0.12589069,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2023,2,0.039624817,0.035453783,0.010427583,0.020855167,0.113516935,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2023,3,0.04431337,0.04821662,0.012628162,0.022960295,0.124975377,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2023,4,0.045746672,0.048855669,0.01443463,0.022207122,0.120875776,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2023,5,0.076323902,0.049726178,0.019659187,0.023128455,0.12589069,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2023,6,0.072771638,0.041940041,0.031738409,0.030604895,0.12339686,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2023,7,0.076366588,0.04743985,0.015041904,0.02429846,0.125961099,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2023,8,0.0753553,0.043026946,0.012791795,0.023257809,0.126594776,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2023,9,0.037901073,0.022294749,0.011147375,0.022294749,0.121352738,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2023,10,0.067056997,0.040234198,0.014529016,0.022352332,0.12166617,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2023,11,0.058539677,0.089977651,0.011382715,0.023849498,0.118014005,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2023,12,0.046075815,0.026493593,0.011518954,0.025341698,0.125397829,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2024,1,0.041864056,0.024420699,0.011628904,0.023257809,0.126594776,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2024,2,0.044264862,0.033198646,0.012172837,0.032092025,0.120469223,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2024,3,0.026979058,0.033723823,0.015117576,0.024420699,0.126594776,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2024,4,0.028784637,0.044703413,0.010903271,0.023987197,0.118695379,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2024,5,0.030218335,0.054625453,0.01278468,0.023244873,0.126524368,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2024,6,0.028560062,0.029658526,0.012083103,0.021969278,0.119581165,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2024,7,0.033629395,0.046840942,0.014412598,0.025222046,0.130748888,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2024,8,0.058167806,0.04494785,0.014541951,0.029083903,0.143915308,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2024,9,0.069680792,0.039817596,0.014931598,0.024885997,0.135457183,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2024,10,0.085113491,0.0520138,0.026794988,0.031523515,0.171585912,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2024,11,0.063153851,0.050523081,0.015156924,0.037892311,0.137501306,Zephyrhills
PS - Domestic - REUSE,2,02304500,City of Zephyrhills WWTF,2024,12,0.065136094,0.047042734,0.01206224,0.024124479,0.131312157,Zephyrhills
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2022,1,0.065132163,0.001411684,0.002190544,0.005305983,0.05299274,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2022,1,1.46231985,0.247995764,0.359166279,0.923570432,0.775786121,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2022,2,0.052492718,0.001759015,0.001759015,0.005693655,0.050392162,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2022,2,1.124384406,0.235758021,0.229712943,0.743544527,0.548400207,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2022,3,0.061277387,0.002649833,0.00204258,0.009660849,0.060097201,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2022,3,1.325260471,0.339988288,0.25672585,1.214243887,0.629453449,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2022,4,0.072087398,0.002643205,0.002563108,0.002963593,0.087195451,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2022,4,1.114061474,0.24186861,0.234539258,0.271186017,0.664907618,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2022,5,0.08405889,0.003651494,0.001937528,0.006706826,0.081124408,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2022,5,1.319695672,0.349125839,0.181545436,0.614461477,0.633443273,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2022,6,0.063065191,0.002935996,0.001702878,0.003288315,0.063923776,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2022,6,1.721024438,0.472808912,0.274229169,0.529545981,0.857850067,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2022,7,0,0,0,0,0,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2022,7,2.153005626,0.490840661,0.457374252,0.792038339,1.012007186,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2022,8,0,0,0,0,0,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2022,8,1.780521082,0.470137589,0.290084895,0.450131734,0.907450321,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2022,9,0,0,0,0,0,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2022,9,2.211558989,0.684530163,0.473905498,1.079451412,1.194221778,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2022,10,0,0,0,0,0,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2022,10,1.92090356,0.66164456,0.458882517,1.173885509,0.968119119,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2022,11,0,0,0,0,0,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2022,11,1.541429657,0.624903915,0.43743274,1.135242112,0.944838835,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2022,12,0,0,0,0,0,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2022,12,1.712631047,0.546584377,0.655901252,1.020290837,1.101895579,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2023,1,0,0,0,0,0,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2023,1,2.067528652,0.418428418,0.529188881,0.344588109,1.116446703,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2023,2,0,0,0,0,0,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2023,2,2.00558238,0.5254801,0.411626078,0.297772057,0.794512554,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2023,3,0.19600448,0.007121806,0.007895915,0.030190264,0.168542441,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2023,3,1.124343013,0.238657715,0.286389258,1.034183432,0.481125865,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2023,4,0.210565092,0.005749894,0.010508427,0.007534344,0.215843435,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2023,4,0.578081186,0.093024559,0.176082201,0.126247615,0.301394503,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2023,5,0.230184839,0.007354783,0.010734008,0.010932786,0.216393964,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2023,5,0.842682929,0.162392023,0.237004574,0.241393547,0.39816099,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2023,6,0.080622044,0.002805529,0.00516808,0.006570844,0.080372625,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2023,6,1.27220022,0.258634111,0.440376999,0.601149555,0.634132218,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2023,7,0.138514059,0.003130261,0.006749626,0.00890168,0.106489696,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2023,7,1.401910344,0.190382886,0.392304129,0.519226053,0.523371063,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2023,8,0.15471612,0.004489064,0.006577001,0.006055017,0.113648667,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2023,8,1.484414769,0.252410608,0.378615913,0.336547478,0.545197749,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2023,9,0.09241499,0.003744921,0.003805323,0.00277849,0.065754878,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2023,9,1.319603789,0.425275155,0.394004923,0.287686134,0.567357551,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2023,10,0.115585205,0.004560783,0.002654784,0.001633713,0.074103982,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2023,10,1.553073165,0.388268291,0.210774215,0.133120557,0.503187246,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2023,11,0.034739625,0.001209454,0.000952123,0.001929979,0.028013563,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2023,11,1.253413045,0.26858851,0.21263257,0.408478358,0.507623749,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2023,12,0,0,0,0,0,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2023,12,1.829310739,0.272637658,0.395764343,0.351790527,0.797847502,Hillsborough Co.
PS - Domestic - REUSE,2,206-2,Falkenburg AWTP,2024,1,0,0,0,0,0,Hillsborough Co.
PS - Domestic - SW,2,206-2,Falkenburg AWTP,2024,1,2.501478229,0.140928351,0.763361901,0.751617872,1.065400422,Hillsborough Co.
