Source,BaySeg,Basin,Fac Name,Year,Month,TNLoad (tons/mnth),TPLoad (tons/mnth),TSS Load (tons/mnth),BOD Load (tons/mnth),H2O Load (10e6m3/mnth),Entity
PS - Domestic - REUSE,7,202-7,Manatee County Southeast WRF,2024,4,1.680395669,0.200916874,0.036530341,0.027397756,0.994193037,Manatee Co.
PS - Domestic - REUSE,7,202-7,Manatee County Southeast WRF,2024,5,1.477108868,0.249150893,0.035592985,0.017796492,0.968682388,Manatee Co.
PS - Domestic - REUSE,7,202-7,Manatee County Southeast WRF,2024,6,0.846211533,0.131308686,0.024316423,0.014589854,0.529427722,Manatee Co.
PS - Domestic - REUSE,7,202-7,Manatee County Southeast WRF,2024,7,0.884619423,0.114304757,0.02484886,0.009939544,0.541020168,Manatee Co.
PS - Domestic - REUSE,7,202-7,Manatee County Southeast WRF,2024,8,0.892535874,0.006562764,0.019688291,0.026251055,0.714436706,Manatee Co.
PS - Domestic - REUSE,7,202-7,Manatee County Southeast WRF,2024,9,1.210169243,0.122239318,0.024447864,0.024447864,0.665361867,Manatee Co.
PS - Domestic - REUSE,7,202-7,Manatee County Southeast WRF,2024,10,1.281765264,0.077469329,0.028170665,0.014085333,0.766679934,Manatee Co.
PS - Domestic - REUSE,7,202-7,Manatee County Southeast WRF,2024,11,1.740918214,0.233537809,0.04246142,0.02123071,1.155610575,Manatee Co.
PS - Domestic - REUSE,7,202-7,Manatee County Southeast WRF,2024,12,1.47493055,0.067726403,0.030100624,0.022575468,0.819204796,Manatee Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2022,1,0.02164412,0.003369343,0.00196359,0.002231353,0.024290989,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2022,2,0.020810769,0.002262815,0.000890872,0.001781744,0.019396451,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2022,3,0.026688142,0.003218387,0.001185721,0.002258517,0.020488921,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2022,4,0.020292853,0.003085463,0.002472326,0.002373433,0.021531424,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2022,5,0.028428338,0.001382533,0.001209717,0.002160208,0.023516494,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2022,6,0.023481466,0.003345589,0.001039003,0.002909208,0.022621622,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2022,7,0.020828545,0.003220909,0.001223945,0.002576727,0.023375676,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2022,8,0.019736282,0.002202119,0.000827864,0.002483593,0.018024618,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2022,9,0.017583184,0.001367228,0.001367228,0.00206674,0.017306904,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2022,10,0.016599323,0.004140291,0.001106622,0.001907968,0.020770556,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2022,11,0.015816629,0.002124949,0.00311075,0.002190669,0.023848096,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2022,12,0.015440184,0.002240601,0.001575076,0.002218417,0.024150172,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2023,1,0.011104375,0.00062963,0.001583614,0.001907968,0.020770556,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2023,2,0.029508016,0.005163903,0.000838296,0.00201191,0.018251743,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2023,3,0.024893358,0.006032025,0.001125378,0.002250756,0.024502215,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2023,4,0.017963108,0.007442516,0.001401214,0.002297073,0.025006432,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2023,5,0.022057406,0.00672976,0.002880967,0.002250756,0.024502215,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2023,6,0.015793095,0.010343024,0.001211127,0.002422254,0.02636918,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2023,7,0.014646211,0.004147599,0.001447339,0.002160208,0.023516494,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2023,8,0.015818932,0.005967866,0.001021895,0.00204379,0.022249138,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2023,9,0.018109445,0.006015076,0.001070298,0.003853073,0.023302996,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2023,10,0.023652855,0.005913214,0.001552504,0.003652951,0.024854258,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2023,11,0.022623475,0.00327336,0.001740267,0.002486096,0.022553485,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2023,12,0.023888538,0.003182232,0.00156932,0.005449028,0.02372772,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2024,1,0.018551918,0.000789834,0.000991885,0.002387871,0.01999606,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2024,2,0.016797898,0.001268591,0.00077282,0.003062117,0.015873747,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2024,3,0.019229215,0.003141615,0.002024128,0.00442778,0.022953224,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2024,4,0.019527121,0.00347415,0.001098151,0.00419294,0.021735836,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2024,5,0.02385801,0.005292639,0.00137115,0.00685575,0.029853273,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2024,6,0.022041383,0.004906472,0.001710975,0.006541963,0.027391241,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2024,7,0.029153107,0.003880613,0.001503738,0.008488842,0.026403249,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2024,8,0.015697339,0.001792843,0.001394434,0.003784892,0.021685868,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2024,9,0.020506537,0.002180654,0.001614523,0.00251614,0.022826034,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2024,10,0.019156259,0.002024645,0.001771565,0.003698871,0.021193008,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2024,11,0.01310045,0.002566462,0.001647133,0.002298325,0.020850049,Polk Co.
PS - Domestic - REUSE,2,02304500,NW Regional WWTP,2024,12,0.018493063,0.001050223,0.001484011,0.002511404,0.024854258,Polk Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2022,1,0.602695716,0.008680803,0.01612149,0.032863038,0.675007854,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2022,1,0.834230954,0.072094033,0.133888919,0.272927411,0.46716148,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2022,2,0.61199364,0.012142731,0.016999823,0.055249426,0.66094202,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2022,2,0.612994688,0.072975558,0.102165781,0.33203879,0.331011567,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2022,3,0.479466066,0.019800959,0.017679427,0.057988521,0.769848323,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2022,3,0.505016541,0.125136842,0.111729323,0.36647218,0.405436552,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2022,4,0.461940691,0.027689427,0.018909853,0.039845761,0.735202719,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2022,4,0.58366927,0.209916141,0.143357364,0.302074447,0.464470052,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2022,5,0.745603956,0.036733109,0.020320443,0.042203998,0.850818286,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2022,5,0.608584935,0.179896176,0.099517033,0.206689223,0.347232057,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2022,6,0.587484789,0.019582826,0.019582826,0.034969333,0.761367486,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2022,6,0.585872456,0.117174491,0.117174491,0.209240163,0.37963897,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2022,7,0.563362596,0.007879197,0.021011192,0.034143188,0.714788749,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2022,7,0.953735732,0.080033768,0.213423381,0.346812994,0.605045112,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2022,8,0.680155085,0.021338199,0.018004105,0.034674573,0.725913318,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2022,8,1.133371907,0.213340594,0.180006126,0.346678466,0.604810417,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2022,9,0.51844267,0.030686638,0.011709375,0.01574709,0.439554471,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2022,9,2.743167954,0.97420918,0.371737713,0.499923132,1.162878566,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2022,10,0.643728544,0.022351686,0.026822023,0.037039936,0.69521514,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2022,10,1.07353285,0.223652677,0.268383213,0.370624436,0.579697994,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2022,11,0.452522067,0.007542034,0.02478097,0.025858404,0.58645874,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2022,11,1.072726684,0.107272668,0.352467339,0.367792006,0.695115206,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2022,12,0.512163725,0.013800819,0.028112779,0.019934516,0.556439665,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2022,12,1.392686126,0.225164823,0.458669084,0.325238077,0.756541086,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2023,1,0.523646848,0.008429921,0.032727928,0.027273273,0.539823221,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2023,1,1.516005548,0.146432354,0.56850208,0.473751734,0.781418814,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2023,2,0.525194437,0.010165054,0.038401314,0.044613291,0.614772107,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2023,2,0.722570188,0.083911377,0.316998534,0.368277709,0.422906229,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2023,3,0.976794595,0.015015451,0.056900656,0.052949222,0.860323456,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2023,3,0.514551208,0.047458607,0.179843141,0.167354034,0.226598548,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2023,4,1.216009316,0.011307669,0.045230676,0.052189241,0.94690567,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2023,4,0.258129631,0.014402082,0.05760833,0.06647115,0.100502689,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2023,5,1.161113635,0.014393971,0.053577558,0.042382247,0.870532712,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2023,5,0.340583316,0.025332643,0.094293728,0.074590561,0.127674376,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2023,6,0.744592543,0.010909781,0.035456788,0.043639123,0.74228901,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2023,6,0.553853642,0.04869043,0.158243898,0.19476172,0.276070097,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2023,7,0.67915117,0.009966579,0.029187839,0.051968591,0.774988156,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2023,7,0.478188568,0.042104654,0.123306486,0.219545695,0.27283357,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2023,8,0.556833076,0.009803399,0.028103078,0.045749196,0.711479542,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2023,8,0.824733799,0.087119768,0.249743334,0.406558915,0.526891496,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2023,9,0.745310581,0.018031708,0.018699549,0.050755918,0.727026229,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2023,9,0.912254564,0.13242405,0.137328644,0.372749177,0.444937327,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2023,10,0.769659101,0.024051847,0.027696066,0.070697853,0.793435226,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2023,10,0.639276705,0.119864382,0.138025652,0.352328639,0.329512544,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2023,11,0.482983128,0.019430356,0.023594003,0.105479074,0.755439531,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2023,11,0.350537047,0.084612391,0.102743617,0.459324406,0.274139537,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2023,12,0.462246233,0.014445195,0.018190245,0.058850794,0.582420462,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2023,12,1.057824128,0.198342024,0.24976403,0.808060098,0.666417997,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2024,1,0.428801167,0.013376151,0.018726611,0.056562008,0.416044791,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2024,1,2.100586302,0.393157864,0.55042101,1.662496111,1.019048052,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2024,2,0.434523995,0.00960274,0.020405823,0.034809933,0.435572974,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2024,2,1.746725573,0.231610021,0.492171294,0.839586325,0.87547116,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2024,3,0.531275357,0.014757649,0.023612238,0.057259677,0.642619869,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2024,3,1.066974614,0.177829102,0.284526564,0.689976917,0.645295398,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2024,4,0.498491561,0.0121758,0.044405858,0.071622351,0.779696451,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2024,4,0.449570297,0.065885302,0.240287573,0.387560601,0.351589067,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2024,5,0.491925939,0.018219479,0.028240193,0.080165709,0.991706021,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2024,5,0.044937502,0.009986111,0.015478473,0.04393889,0.04529624,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2024,6,0.528205667,0.013244095,0.021813803,0.063883281,0.848106417,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2024,6,0.341188525,0.051329247,0.084542289,0.247588133,0.273912412,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2024,7,0.383107334,0.007478071,0.015531378,0.031637993,0.626214651,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2024,7,0.885187286,0.103670583,0.215315826,0.438606313,0.723449014,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2024,8,0.371489555,0.007392827,0.013861551,0.020792326,0.50299949,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2024,8,1.842021041,0.219942811,0.41239277,0.618589156,1.247054773,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2024,9,0.471973328,0.004437356,0.01210188,0.019766404,0.439145646,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2024,9,2.76812906,0.15615087,0.425866009,0.695581149,1.287797162,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2024,10,0.416234578,0.013633888,0.010425914,0.024861796,0.436533712,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2024,10,2.479728685,0.487345522,0.372675987,0.888688893,1.300330662,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2024,11,0.576793824,0.023226597,0.019355498,0.041291728,0.702360484,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2024,11,0.754845624,0.182378808,0.15198234,0.324228993,0.459586871,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,Northwest Regional WRF,2024,12,0.634712716,0.012483998,0.020368628,0.06044883,0.715281609,Hillsborough Co.
PS - Domestic - SW,1,206-1,Northwest Regional WRF,2024,12,0.75973094,0.089657689,0.146283597,0.434131966,0.428084672,Hillsborough Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2022,1,0.075788377,0.000224558,0.001796465,0.003789419,0.03055736,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2022,2,0.083469738,0.000437959,0.002189793,0.004379585,0.02804536,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2022,3,0.083448707,0.00347703,0.001622614,0.003766782,0.031543081,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2022,4,0.064075184,0.000224825,0.001911014,0.003934441,0.0305937,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2022,5,0.033124915,0.000200757,0.001606057,0.002509463,0.027318561,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2022,6,0.019190258,0.000228456,0.001416424,0.007082119,0.024870157,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2022,7,0.06492654,0.003329566,0.001581544,0.008046452,0.030205317,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2022,8,0.073421203,0.008537349,0.001565181,0.007057542,0.030979812,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2022,9,0.094261348,0.00628409,0.00207375,0.006535453,0.034204983,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2022,10,0.038837177,0.000458495,0.00204974,0.005070409,0.029360413,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2022,11,0.044426763,0.00022783,0.00327505,0.004214847,0.031002524,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2022,12,0.050754541,0.000233354,0.002858589,0.002916928,0.031754307,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2023,1,0.052667683,0.00024215,0.00223989,0.003813867,0.032951254,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2023,2,0.066165207,0.000205163,0.001692598,0.002564543,0.027918171,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2023,3,0.10415566,0.000313036,0.001792843,0.009675662,0.030979812,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2023,4,0.049631792,0.000284349,0.001576843,0.004135983,0.028140753,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2023,5,0.032783421,0.000273195,0.002582936,0.003725389,0.027036927,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2023,6,0.033517232,0.002287684,0.001888669,0.005932018,0.028958402,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2023,7,0.029566392,0.000363096,0.001867351,0.007261921,0.028233874,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2023,8,0.056094265,0.000614366,0.001522559,0.010524353,0.029078778,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2023,9,0.071308146,0.000303439,0.001744774,0.005183748,0.027527516,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2023,10,0.080716756,0.000376678,0.001775769,0.009255521,0.029290004,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2023,11,0.086014419,0.000204796,0.001510372,0.011212594,0.027868203,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2023,12,0.122332452,0.001320961,0.001665559,0.013066025,0.031261447,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2024,1,0.180060455,0.001320443,0.003151058,0.010683587,0.03266962,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2024,2,0.33452764,0.000718487,0.001609411,0.008334452,0.03128643,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2024,3,0.247412379,0.000249912,0.002624071,0.012589292,0.034007384,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2024,4,0.158096184,0.000244479,0.001602693,0.008529588,0.029571639,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2024,5,0.086087524,0.000705237,0.001969799,0.010943329,0.026473657,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2024,6,0.073546384,0.000408591,0.001378995,0.009448667,0.027800066,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2024,7,0.065465946,0.000467614,0.00211985,0.008541747,0.033936976,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2024,8,0.054534258,0.000632281,0.002726713,0.01027457,0.043019693,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2024,9,0.148313283,0.006128928,0.002573473,0.008973292,0.036862342,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2024,10,0.192788866,0.00521244,0.00282043,0.011781542,0.038865582,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2024,11,0.140453164,0.000523257,0.002643824,0.012530625,0.029980463,Pinellas Co.
PS - Domestic - REUSE,1,206-1,On Top Of The World WWTP,2024,12,0.13029159,0.000219901,0.002501379,0.015118223,0.029923682,Pinellas Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2022,1,0.232927248,0,0,0,0.140872026,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2022,2,0.232927248,0,0,0,0.140872026,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2022,3,0.232927248,0,0,0,0.140872026,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2022,4,0.232927248,0,0,0,0.140872026,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2022,5,0.232927248,0,0,0,0.140872026,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2022,6,0.232927248,0,0,0,0.140872026,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2022,7,0.232927248,0,0,0,0.140872026,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2022,8,0.232927248,0,0,0,0.140872026,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2022,9,0.232927248,0,0,0,0.140872026,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2022,10,0.232927248,0,0,0,0.140872026,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2022,11,0.232927248,0,0,0,0.140872026,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2022,12,0.232927248,0,0,0,0.140872026,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2023,1,0.163530915,0,0,0,0.098901838,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2023,2,0.163530915,0,0,0,0.098901838,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2023,3,0.163530915,0,0,0,0.098901838,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2023,4,0.163530915,0,0,0,0.098901838,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2023,5,0.163530915,0,0,0,0.098901838,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2023,6,0.163530915,0,0,0,0.098901838,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2023,7,0.163530915,0,0,0,0.098901838,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2023,8,0.163530915,0,0,0,0.098901838,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2023,9,0.163530915,0,0,0,0.098901838,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2023,10,0.163530915,0,0,0,0.098901838,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2023,11,0.163530915,0,0,0,0.098901838,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2023,12,0.163530915,0,0,0,0.098901838,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2024,1,0.107762749,0,0,0,0.065173817,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2024,2,0.107762749,0,0,0,0.065173817,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2024,3,0.107762749,0,0,0,0.065173817,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2024,4,0.107762749,0,0,0,0.065173817,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2024,5,0.107762749,0,0,0,0.065173817,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2024,6,0.107762749,0,0,0,0.065173817,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2024,7,0.107762749,0,0,0,0.065173817,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2024,8,0.107762749,0,0,0,0.065173817,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2024,9,0.107762749,0,0,0,0.065173817,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2024,10,0.107762749,0,0,0,0.065173817,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2024,11,0.107762749,0,0,0,0.065173817,Pasco Co.
PS - Domestic - REUSE,2,02304500,Pasco Reuse,2024,12,0.107762749,0,0,0,0.065173817,Pasco Co.
PS - Domestic - REUSE,2,02304500,Plant City WRF,2022,1,0.08209903,0.00252408,0.025240802,0.013284633,0.144619394,Plant City
PS - Domestic - SW,2,02304500,Plant City WRF,2022,1,0.504825098,0.093123076,0.931230762,0.490121454,0.444630708,Plant City
PS - Domestic - REUSE,2,02304500,Plant City WRF,2022,2,0.054925149,0.002112506,0.019951443,0.011736143,0.127762198,Plant City
PS - Domestic - SW,2,02304500,Plant City WRF,2022,2,0.371271038,0.085677932,0.809180468,0.475988511,0.431809518,Plant City
PS - Domestic - REUSE,2,02304500,Plant City WRF,2022,3,0.065233109,0.002121402,0.019888143,0.013258762,0.14433776,Plant City
PS - Domestic - SW,2,02304500,Plant City WRF,2022,3,0.444645841,0.086760164,0.813376538,0.542251025,0.49192186,Plant City
PS - Domestic - REUSE,2,02304500,Plant City WRF,2022,4,0.077750966,0.002190168,0.025551961,0.0182514,0.198688705,Plant City
