Source,BaySeg,Basin,Fac Name,Year,Month,TNLoad (tons/mnth),TPLoad (tons/mnth),TSS Load (tons/mnth),BOD Load (tons/mnth),H2O Load (10e6m3/mnth),Entity,, 
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2022,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2022,9,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2022,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2022,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2022,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2023,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2023,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2023,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2023,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2023,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2023,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2023,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2023,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2023,9,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2023,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2023,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2023,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2024,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2024,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2024,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2024,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2024,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2024,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2024,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2024,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2024,9,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2024,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2024,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - Hookers Prairie,2024,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2022,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2022,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2022,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2022,4,0.274096477,1.135542547,1.154269635,1.634364085,0.15444481,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2022,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2022,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2022,7,0.037874785,0.207069523,0.210484463,0.298031098,0.028163465,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2022,8,0.102655156,0.534929602,0.543751529,0.769913669,0.072755619,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2022,9,0.992585762,7.698310499,7.825269143,11.08002711,1.047044959,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2022,10,0.718482608,2.260508962,2.29778872,3.253506152,0.307451163,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2022,11,0.376820065,1.452826493,1.476786151,2.091024638,0.197598506,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2022,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2023,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2023,2,0.316017114,0.537712794,0.546580621,0.773919464,0.07313416,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2023,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2023,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2023,5,0.187821682,1.043975513,1.0611925,1.502573452,0.141990804,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2023,6,0.231334622,1.402729028,1.42586249,2.01892034,0.190784765,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2023,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2023,8,0.334004383,1.302812417,1.324298079,1.875112324,0.177195136,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2023,9,0.281644895,1.26078621,1.281578786,1.81462483,0.171479164,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2023,10,0.084131695,0.207069523,0.210484463,0.298031098,0.028163465,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2023,11,0.092208378,0.242137749,0.246131025,0.348504106,0.032933084,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2023,12,0.153930992,0.172557936,0.175403719,0.248359248,0.023469554,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2024,1,0.251670705,0.327860078,0.333267066,0.471882572,0.044592153,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2024,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2024,3,0.492579176,2.415811104,2.455652067,3.477029475,0.328573762,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2024,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2024,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2024,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2024,7,0.256844856,1.259672933,1.280447149,1.813022512,0.171327747,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2024,8,0.744146397,3.649600346,3.709788658,5.2527981,0.496381076,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2024,9,1.527446931,3.815756939,3.878685465,5.491944021,0.518979985,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2024,10,1.205357283,3.011135983,3.060794897,4.333868881,0.409543724,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2024,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Phospho Stack,2024,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2022,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2022,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2022,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2022,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2022,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2022,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2022,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2022,8,0.010361237,0.025728466,0.059024128,0.111761662,0.0105613,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2022,9,0.052576051,0.066396041,0.152320329,0.288417192,0.027254966,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2022,10,0.005109474,0.014293592,0.032791182,0.062089812,0.005867389,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2022,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2022,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2023,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2023,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2023,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2023,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2023,5,0.006532366,0.014293592,0.032791182,0.062089812,0.005867389,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2023,6,0.050898624,0.052563532,0.120586927,0.228330277,0.021576848,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2023,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2023,8,0.0219384,0.045739495,0.104931782,0.198687399,0.018775644,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2023,9,0.015697707,0.030431519,0.069813484,0.132191213,0.01249186,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2023,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2023,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2023,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2024,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2024,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2024,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2024,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2024,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2024,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2024,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2024,8,0.070368454,0.114348737,0.262329456,0.496718496,0.046939109,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2024,9,0.03855577,0.038731024,0.088853525,0.168243362,0.01589873,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2024,10,0.063564445,0.111490019,0.25577122,0.484300534,0.045765631,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2024,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Mulberry Plant,2024,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2022,1,0.534554476,0.192439611,3.492422574,6.842297288,0.646586224,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2022,2,0.562774045,0.211040267,3.829990027,7.503653931,0.709083376,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2022,3,0.721043813,0.207108329,3.758632643,7.363851709,0.695872288,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2022,4,0.615590443,0.230846416,4.18943496,8.207872574,0.775630919,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2022,5,0.863927993,0.197678439,3.587497599,7.028566724,0.66418839,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2022,6,0.974421988,0.324807329,5.894651532,11.54870504,1.09133428,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2022,7,0.806779495,0.282896706,5.134051334,10.05854955,0.950516953,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2022,8,1.122816639,0.273117561,4.956577955,9.710846605,0.917659577,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2022,9,0.903306621,0.443441432,8.047640801,15.76680647,1.489938163,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2022,10,0.892152987,0.364971677,6.623560054,12.97677072,1.226284217,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2022,11,0.896596915,0.432287798,7.845223006,15.37023283,1.452462584,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2022,12,0.629758854,0.261592139,4.7474129,9.301053845,0.878934812,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2023,1,0.461120338,0.194535142,3.530452584,6.916805062,0.65362709,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2023,2,0.273488931,0.083911377,1.522836095,2.983515614,0.281937486,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2023,3,0.55096947,0.239938317,4.354436131,8.531140176,0.806179194,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2023,4,0.752989188,0.278502851,5.054310991,9.902323574,0.935753846,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2023,5,0.479385091,0.19034408,3.454392564,6.767789514,0.639545357,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2023,6,1.34319291,0.625279458,11.34766424,22.23215851,2.10090366,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2023,7,0.675330189,0.350652214,6.36368832,12.46763426,1.178171631,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2023,8,0.906666481,0.370909015,6.731311749,13.18787608,1.246233339,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2023,9,1.171244188,0.458312943,8.317531193,16.29557132,1.539905602,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2023,10,0.864639439,0.37055976,6.724973414,13.17545812,1.245059861,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2023,11,0.627908261,0.297430229,5.397807854,10.57529702,0.999348768,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2023,12,0.723656759,0.271371285,4.92488628,9.648756793,0.911792188,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2024,1,0.689714329,0.21653822,3.929767688,7.699136694,0.727556186,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2024,2,0.607413615,0.184271546,3.344187321,6.551877199,0.619141987,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2024,3,0.728041852,0.269275754,4.88685627,9.574249018,0.904751322,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2024,4,0.469679385,0.181162048,3.287755693,6.441317276,0.60869425,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2024,5,0.2919256,0.086615288,1.571907075,3.079654678,0.291022475,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2024,6,0.445319148,0.182176015,3.306157311,6.477369425,0.61210112,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2024,7,1.35398477,0.297216169,5.393923068,10.56768601,0.99862954,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2024,8,2.588757101,0.665680397,12.08086647,23.66863635,2.236648534,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2024,9,0.883277649,0.425866009,7.728679427,15.14190255,1.430885736,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2024,10,0.865040436,0.402691237,7.308100232,14.31791066,1.353019811,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2024,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - New Wales Chemical Plant,2024,12,0.288096728,0.134113994,2.433920632,4.768497566,0.450615445,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2022,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2022,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2022,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2022,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2022,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2022,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2022,7,0.042919583,0.011409003,0.105940742,0.100507883,0.049286064,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2022,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2022,9,0.271680482,0.082018639,0.761601646,0.722545152,0.354314563,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2022,10,0.027319517,0.008964217,0.083239154,0.07897048,0.038724765,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2022,11,0.148702596,0.050735889,0.471118967,0.44695902,0.219175355,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2022,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2023,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2023,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2023,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2023,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2023,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2023,6,0.202993628,0.037066116,0.344185359,0.326534828,0.160122928,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2023,7,0.036865826,0.010322431,0.095851147,0.090935704,0.044592153,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2023,8,0.145354837,0.0556868,0.517091716,0.490574192,0.240562933,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2023,9,0.048069532,0.016824336,0.156225979,0.14821439,0.07267991,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2023,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2023,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2023,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2024,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2024,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2024,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2024,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2024,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2024,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2024,7,0.035856867,0.011952289,0.110985539,0.105293973,0.05163302,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2024,8,0.313605292,0.077418234,0.718883605,0.682017779,0.33444115,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2024,9,0.387310239,0.076235273,0.707898966,0.671596455,0.329330844,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2024,10,0.110468124,0.019015005,0.176567903,0.167513139,0.08214344,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2024,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301000,Mosaic - Nichols Mine,2024,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2022,1,0.916445626,0.275782249,5.091364588,4.073091671,0.384900692,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2022,2,0.711038507,0.122268526,2.257265103,1.805812082,0.170646373,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2022,3,1.388793871,0.232060673,4.284197032,3.427357625,0.323879851,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2022,4,0.598390564,0.209114982,3.860584282,3.088467425,0.291855265,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2022,5,0.342360637,0.167319108,3.08896815,2.47117452,0.233522066,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2022,6,0.287290562,0.138325085,2.553693883,2.042955106,0.193056012,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2022,7,0.278201164,0.169000707,3.120013056,2.496010444,0.235869022,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2022,8,0.610963751,0.322867023,5.960621957,4.768497566,0.450615445,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2022,9,1.48935433,0.572828589,10.57529702,8.460237616,0.799479014,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2022,10,1.629857566,0.420399769,7.761226506,6.208981205,0.58673886,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2022,11,0.753677684,0.267699724,4.94214875,3.953719,0.373620164,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2022,12,0.4351461,0.195065493,3.601209099,2.880967279,0.272246831,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2023,1,0.655306225,0.285871843,5.277634024,4.222107219,0.398982425,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2023,2,0.649279173,0.319720805,5.902537939,4.722030351,0.446224367,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2023,3,1.048709861,0.271578251,5.013752323,4.011001859,0.379033304,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2023,4,0.777487124,0.251426185,4.641714175,3.71337134,0.350907692,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2023,5,0.661359981,0.279145447,5.1534544,4.12276352,0.389594603,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2023,6,0.586498362,0.359645222,6.639604095,5.311683276,0.501945631,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2023,7,1.05467307,0.320344624,5.914054598,4.731243678,0.447095011,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2023,8,0.960904518,0.348931808,6.441818,5.1534544,0.486993254,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2023,9,1.237114469,0.444267627,8.201863882,6.561491106,0.620050486,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2023,10,1.115909147,0.265692654,4.905095152,3.924076122,0.37081896,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2023,11,1.164484411,0.2473578,4.566605532,3.653284425,0.345229574,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2023,12,0.853579691,0.23710547,4.37733175,3.5018654,0.330920717,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2024,1,1.397913312,0.411150974,7.590479523,6.072383619,0.573830605,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2024,2,0.610051598,0.217875571,4.022318227,3.217854582,0.304082146,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2024,3,0.72846872,0.303528633,5.603605538,4.48288443,0.423625457,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2024,4,0.46885319,0.249798831,4.611670718,3.689336574,0.348636445,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2024,5,0.497339395,0.224493477,4.144494954,3.315595964,0.313318551,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2024,6,0.609356426,0.297805772,5.497952712,4.39836217,0.415638238,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2024,7,1.151494371,0.476733338,8.801230858,7.040984687,0.665361867,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2024,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2024,9,1.920928597,0.738818691,13.63972968,10.91178374,1.031146229,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2024,10,3.419247144,1.043432227,19.26336419,15.41069135,1.456285851,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2024,11,1.994134488,0.549231956,10.13966689,8.11173351,0.76654593,Mosaic,,
PS - Industrial,2,02303000,Mosaic - Plant City,2024,12,2.006083021,0.532226108,9.825712757,7.860570206,0.742811397,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2022,1,0.001862694,0.010244819,0.223523323,0.149015549,0.014081733,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2022,2,0.002103042,0.011566731,0.252365043,0.168243362,0.01589873,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2022,3,0.001979113,0.007683614,0.167642493,0.111761662,0.0105613,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2022,4,0.001489655,0.005783366,0.126182521,0.084121681,0.007949365,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2022,5,0.001319409,0.00512241,0.111761662,0.074507775,0.007040866,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2022,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2022,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2022,8,0.001125378,0.024758313,0.540181365,0.36012091,0.034030854,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2022,9,0.002178151,0.047919315,1.045512319,0.697008213,0.065866169,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2022,10,0.002832848,0.062322649,1.359766884,0.906511256,0.085663874,Mosaic,,
