Source,BaySeg,Basin,Fac Name,Year,Month,TNLoad (tons/mnth),TPLoad (tons/mnth),TSS Load (tons/mnth),BOD Load (tons/mnth),H2O Load (10e6m3/mnth),Entity,, 
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2023,10,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2023,11,0.064920006,0.017024626,0.220639152,0.163436409,0.015444481,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2023,12,0.093947319,0.040617085,0.526397427,0.38992402,0.0368472,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2024,1,0.014067223,0.011253778,0.145848969,0.108036273,0.010209256,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2024,2,0.011476676,0.011979829,0.155258579,0.115006355,0.010867918,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2024,3,0.030678188,0.021084665,0.273257263,0.202412787,0.019127687,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2024,4,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2024,5,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2024,6,0.012434236,0.005382786,0.069760908,0.051674747,0.004883182,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2024,7,0.007137741,0.004009967,0.051969173,0.038495684,0.003637781,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2024,8,0.014816181,0.010736363,0.139143269,0.103069088,0.009739865,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2024,9,0.018088039,0.014646186,0.189814564,0.140603381,0.013286796,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2024,10,0.056940497,0.039323548,0.509633177,0.377506057,0.035673723,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2024,11,0.015397272,0.009388581,0.121676003,0.090130372,0.008517177,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2024,12,0.048895727,0.004527382,0.058674872,0.043462868,0.004107172,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2022,1,2.03840853,0.059973584,0.41981509,0.332801393,0.031449203,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2022,2,1.63504507,0.048105918,0.336741425,0.266946134,0.025225986,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2022,3,0.634480267,0.048784483,0.341491379,0.270711581,0.025581814,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2022,4,0.227917179,0.025771027,0.180397192,0.143006857,0.013513921,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2022,5,0.233535306,0.068477302,0.47934111,0.37998965,0.035908418,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2022,6,1.186729087,0.043962341,0.307736386,0.243952874,0.023053159,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2022,7,0.547425176,0.025734934,0.180144535,0.142806568,0.013494994,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2022,8,0.425075908,0.051246085,0.358722596,0.284371339,0.02687264,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2022,9,1.917673889,0.067567736,0.472974151,0.374942349,0.035431456,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2022,10,0.919627729,0.064673007,0.452711049,0.358879114,0.033913506,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2022,11,0.507884648,0.059771459,0.41840021,0.33167977,0.031343211,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2022,12,1.725320652,0.025511152,0.178578061,0.141564772,0.013377646,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2023,1,1.222393175,0.055945508,0.391618554,0.31044906,0.029336943,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2023,2,0.5738968,0.062052592,0.434368141,0.34433808,0.032539402,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2023,3,0.77301816,0.040280766,0.281965359,0.223523323,0.021122599,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2023,4,0.925826696,0.01927413,0.134918908,0.106954709,0.01010705,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2023,5,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2023,6,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2023,7,11.36942071,0.172535946,1.207751621,0.957424902,0.090475132,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2023,8,0.790002311,0.035133779,0.245936452,0.19496201,0.0184236,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2023,9,0.253666926,0.032267925,0.225875476,0.179059006,0.016920792,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2023,10,3.064520286,0.035581343,0.2490694,0.197445602,0.018658296,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2023,11,1.064139263,0.02858635,0.200104448,0.158629455,0.014990232,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2023,12,1.914435872,0.033119741,0.231838184,0.183785844,0.01736747,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2024,1,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2024,2,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2024,3,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2024,4,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2024,5,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2024,6,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2024,7,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2024,8,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2024,9,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2024,10,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2024,11,0,0,0,0,0,TECO,,
PS - Industrial,3,206-3E,TECO - Big Bend,2024,12,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2022,1,0.005229126,0.001810908,0.020101577,0.014917679,0.012321516,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2022,2,0.007279329,0.001838169,0.033087861,0.015142246,0.012507001,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2022,3,0.01630375,0.00396675,0.038676779,0.03267682,0.026989988,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2022,4,0.024235056,0.007343773,0.071603574,0.060495656,0.049967438,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2022,5,0.006600923,0.00232831,0.022701588,0.019179873,0.015841949,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2022,6,0.012194639,0.002737224,0.026688605,0.022548381,0.018624227,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2022,7,0.016208545,0.00238005,0.023206067,0.019606092,0.016193993,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2022,8,0.022992634,0.002155842,0.022636911,0.017759142,0.014668472,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2022,9,0.021631289,0.003605125,0.035150845,0.029697868,0.02452947,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2022,10,0.01103129,0.002759478,0.046153427,0.022731701,0.018775644,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2022,11,0.006444322,0.002753915,0.02685134,0.022685871,0.018737789,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2022,12,0.00234001,0.003466595,0.033800141,0.0285567,0.023586902,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2023,1,0.015980365,0.003673555,0.03581806,0.030261577,0.024995075,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2023,2,0.005052559,0.002414543,0.023542387,0.019890239,0.016428688,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2023,3,0.002706728,0.002673245,0.024059802,0.022021335,0.018188905,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2023,4,0.006003809,0.003655196,0.032897586,0.030110338,0.024870157,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2023,5,0.014339642,0.002569764,0.020044661,0.021168897,0.017484818,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2023,6,0.002747975,0.000817829,0.006133873,0.006737016,0.005564556,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2023,7,0.003067237,0.001793661,0.013452793,0.014775606,0.012204168,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2023,8,0.000748182,0.004156464,0.03117426,0.034239625,0.028280813,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2023,9,0.001559255,0.002887438,0.029019476,0.023785792,0.019646288,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2023,10,0.005007285,0.004225451,0.031691675,0.034807917,0.028750204,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2023,11,0.006293353,0.002453488,0.021713909,0.020211049,0.016693667,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2023,12,0.000605376,0.002690491,0.024820402,0.022163409,0.018306252,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2024,1,0.005599984,0.002724985,0.031065603,0.022447555,0.018540948,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2024,2,0.000445311,0.002968665,0.02226554,0.024454911,0.020198958,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2024,3,0.003865996,0.004259945,0.045689047,0.035092064,0.0289849,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2024,4,0.001326919,0.008845908,0.088903598,0.072869768,0.060188051,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2024,5,0.002594837,0.002035115,0.031443316,0.01676463,0.013847037,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2024,6,0.010078579,0.002470178,0.040758957,0.020348539,0.016807229,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2024,7,0.005335843,0.005691424,0.063176384,0.046884134,0.038724765,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2024,8,0.001234035,0.004570386,0.043876801,0.03764938,0.03109716,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2024,9,0.007408216,0.003671886,0.027539836,0.030247828,0.024983719,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2024,10,0.013995044,0.0047601,0.035701642,0.039212184,0.032387985,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2024,11,0.012223681,0.002269893,0.017024626,0.018698657,0.015444481,Trademark Nitrogen,,
PS - Industrial,2,206-2,Trademark Nitrogen Corporation,2024,12,0.013335339,0.002449037,0.028470766,0.020174385,0.016663384,Trademark Nitrogen,,
